objectid,altnumtype,altnum
49814,Old Accession Number,B-24936
49819,Old Accession Number,B-24941
49821,Old Accession Number,B-24941
49824,Old Accession Number,B-24946
49825,Old Accession Number,B-24947
49826,Old Accession Number,B-24948
49828,Old Accession Number,B-24950
49829,Old Accession Number,B-24951
49835,Old Accession Number,B-24957
49846,Old Accession Number,B-24968
49850,Old Accession Number,B-24972
49851,Old Accession Number,B-24973
49854,Old Accession Number,B-24976
49856,Old Accession Number,B-24978
49859,Old Accession Number,B-24981
49860,Old Accession Number,B-24982
49861,Old Accession Number,B-24983
49866,Old Accession Number,B-24988
49875,Old Accession Number,B-24996
49884,Old Accession Number,B-25005
49895,Old Accession Number,B-25016
49903,Old Accession Number,B-25023
49911,Old Accession Number,B-25031
49916,Old Accession Number,B-25036
49918,Old Accession Number,B-25038
49923,Old Accession Number,B-25043
49931,Old Accession Number,B-25051
49932,Old Accession Number,B-25052
49936,Old Accession Number,B-25056
49937,Old Accession Number,B-25057
49955,Old Accession Number,B-25074
49957,Old Accession Number,B-25076
49960,Old Accession Number,B-25079
49962,Old Accession Number,B-25081
49964,Old Accession Number,B-25083
49970,Old Accession Number,B-25089
49974,Old Accession Number,B-25093
49976,Old Accession Number,B-25095
49982,Old Accession Number,B-25101
49984,Old Accession Number,B-25103
49986,Old Accession Number,B-25105
49987,Old Accession Number,B-25106
49988,Old Accession Number,B-25107
49991,Old Accession Number,B-25110
49993,Old Accession Number,B-25112
49994,Old Accession Number,B-25113
49999,Old Accession Number,B-25118
50002,Old Accession Number,B-25121
50006,Old Accession Number,B-25125
50013,Old Accession Number,B-22891
50017,Old Accession Number,B-23010
50018,Old Accession Number,B-23010
50022,Old Accession Number,B-23302
50023,Old Accession Number,B-23303
50026,Old Accession Number,B-23403
50030,Old Accession Number,B-23403
50032,Old Accession Number,B-23403
50034,Old Accession Number,B-23682
50036,Old Accession Number,B-23682
50038,Old Accession Number,B-23682
50039,Old Accession Number,B-23682
50046,Old Accession Number,B-23682
50047,Old Accession Number,B-23682
50048,Old Accession Number,B-23682
50057,Old Accession Number,B-23682
50075,Old Accession Number,B-23683
50076,Old Accession Number,B-23683
50078,Old Accession Number,B-23683
50092,Old Accession Number,B-23881
50093,Old Accession Number,B-23881
50094,Old Accession Number,B-23881
50108,Old Accession Number,B-24329
50110,Old Accession Number,B-24329
50118,Old Accession Number,B-24053
50120,Old Accession Number,B-24053
50127,Old Accession Number,B-24053
50133,Old Accession Number,B-24053
50136,Old Accession Number,B-24070
50140,Old Accession Number,B-24070
50146,Old Accession Number,B-24219
50151,Old Accession Number,B-24219
50154,Old Accession Number,B-24219
50155,Old Accession Number,B-23080
50161,Old Accession Number,B-23080
50172,Old Accession Number,B-23068
50176,Old Accession Number,B-23068
50177,Old Accession Number,B-23068
50186,Old Accession Number,B-23068
50194,Old Accession Number,B-23068
50195,Old Accession Number,B-23069
50198,Old Accession Number,B-23069
50203,Old Accession Number,B-23069
50208,Old Accession Number,B-23069
50212,Old Accession Number,B-22746
50213,Old Accession Number,B-22735
50215,Old Accession Number,1914
50221,Old Accession Number,B-22748
50224,Old Accession Number,B-22751
50232,Old Accession Number,B-22759
50233,Old Accession Number,B-22760
50234,Old Accession Number,B-22761
50235,Old Accession Number,B-22762
50240,Old Accession Number,B-22767
50242,Old Accession Number,B-22769
50246,Old Accession Number,1918
50247,Old Accession Number,1919
50252,Old Accession Number,1924
50264,Old Accession Number,1939
50265,Old Accession Number,1940
50268,Old Accession Number,SB-36
50269,Old Accession Number,SB-37
50280,Old Accession Number,1928
50281,Old Accession Number,1941
50283,Old Accession Number,B-22879
50286,Old Accession Number,B-22882
50288,Old Accession Number,B-22884
50291,Old Accession Number,1944
50297,Old Accession Number,B-24231
50299,Old Accession Number,1949
50300,Old Accession Number,1950
50304,Old Accession Number,1954
50316,Old Accession Number,1966
50324,Old Accession Number,1974
50328,Old Accession Number,1978
50329,Old Accession Number,1979
50330,Old Accession Number,1980
50333,Old Accession Number,1983
50353,Old Accession Number,2003
50364,Old Accession Number,2014
50368,Old Accession Number,2018
50375,Old Accession Number,2025
50376,Old Accession Number,2026
50384,Old Accession Number,2034
50387,Old Accession Number,2037
50388,Old Accession Number,2038
50392,Old Accession Number,2042
50393,Old Accession Number,2043
50396,Old Accession Number,2046
50400,Old Accession Number,2050
50406,Old Accession Number,2056
50408,Old Accession Number,2058
50411,Old Accession Number,2061
50419,Old Accession Number,2069
50421,Old Accession Number,2071
50423,Old Accession Number,2073
50425,Old Accession Number,2075
50428,Old Accession Number,2078
50432,Old Accession Number,2082
50433,Old Accession Number,2083
50447,Old Accession Number,2097
50449,Old Accession Number,2099
50455,Old Accession Number,2105
50456,Old Accession Number,2106
50457,Old Accession Number,2107
50463,Old Accession Number,2113
50466,Old Accession Number,2116
50472,Old Accession Number,2122
50475,Old Accession Number,2125
50477,Old Accession Number,2127
50479,Old Accession Number,2129
50480,Old Accession Number,2130
50482,Old Accession Number,2132
50489,Old Accession Number,2139
50495,Old Accession Number,2145
50497,Old Accession Number,2147
50498,Old Accession Number,2148
50502,Old Accession Number,2152
50504,Old Accession Number,2154
50505,Old Accession Number,2155
50508,Old Accession Number,2158
50509,Old Accession Number,2159
50511,Old Accession Number,2161
50515,Old Accession Number,2165
50517,Old Accession Number,2167
50518,Old Accession Number,2168
50523,Old Accession Number,2173
50525,Old Accession Number,2175
50526,Old Accession Number,2176
50529,Old Accession Number,2179
50532,Old Accession Number,2182
50538,Old Accession Number,2188
50540,Old Accession Number,2190
50546,Old Accession Number,2196
50565,Old Accession Number,2215
50568,Old Accession Number,2218
50569,Old Accession Number,2219
50574,Old Accession Number,2224
50577,Old Accession Number,2227
50578,Old Accession Number,2228
50591,Old Accession Number,2241
50595,Old Accession Number,2245
50598,Old Accession Number,2248
50612,Old Accession Number,2262
50614,Old Accession Number,2264
50615,Old Accession Number,2265
50619,Old Accession Number,2269
50625,Old Accession Number,2275
50633,Old Accession Number,2283
50634,Old Accession Number,2284
50641,Old Accession Number,2291
50645,Old Accession Number,2295
50660,Old Accession Number,SP-21
50661,Old Accession Number,SP-22
50666,Old Accession Number,B-24128
50667,Old Accession Number,B-24129
50684,Old Accession Number,2313
50685,Old Accession Number,2314
50689,Old Accession Number,2319
50690,Old Accession Number,2320
50698,Old Accession Number,B-25129
50703,Old Accession Number,B-25134
50706,Old Accession Number,B-25137
50711,Old Accession Number,B-24410
50717,Old Accession Number,B-25144
50718,Old Accession Number,B-25145
50719,Old Accession Number,B-25146
50730,Old Accession Number,B-25158
50735,Old Accession Number,B-25163
50740,Old Accession Number,B-25168
50743,Old Accession Number,B-25154
50744,Old Accession Number,B-25155
50747,Old Accession Number,2333
50750,Old Accession Number,A-1726
50751,Old Accession Number,A-1727
50753,Old Accession Number,A-1729
50754,Old Accession Number,B-25170
50769,Old Accession Number,B-25151
50770,Old Accession Number,B-25151
50771,Old Accession Number,B-25151
50772,Old Accession Number,B-25151
50776,Old Accession Number,B-25151
50779,Old Accession Number,B-25182
50782,Old Accession Number,B-25185
50785,Old Accession Number,B-25188
50787,Old Accession Number,B-25190
50788,Old Accession Number,B-25191
50789,Old Accession Number,B-25192
50791,Old Accession Number,B-25194
50794,Old Accession Number,B-25197
50797,Old Accession Number,B-25200
50802,Old Accession Number,B-25205
50807,Old Accession Number,B-25210
50821,Old Accession Number,2335
50823,Old Accession Number,2337
50832,Old Accession Number,B-25180
50839,Old Accession Number,2344
50840,Old Accession Number,B-25226
50842,Old Accession Number,2342
50842,Old Accession Number,B-31564
50843,Old Accession Number,2343
50843,Old Accession Number,B-31565
50850,Old Accession Number,2347
50852,Old Accession Number,2346
50853,Old Accession Number,B-25231
50858,Old Accession Number,B-25236
50862,Old Accession Number,B-25240
50868,Old Accession Number,B-25246
50871,Old Accession Number,B-25249
50872,Old Accession Number,B-25250
50873,Old Accession Number,B-25251
50880,Old Accession Number,B-25229
50895,Old Accession Number,B-25267
50897,Old Accession Number,B-25269
50898,Old Accession Number,B-25270
50901,Old Accession Number,B-25277
50905,Old Accession Number,B-25276
50906,Old Accession Number,B-25284
50907,Old Accession Number,B-25275
50909,Old Accession Number,B-25273
50911,Old Accession Number,B-25283
50914,Old Accession Number,B-25287
50916,Old Accession Number,B-25289
50923,Old Accession Number,B-25296
50925,Old Accession Number,B-25298
50926,Old Accession Number,B-25299
50928,Old Accession Number,B-25301
50940,Old Accession Number,B-25309.D
50942,Old Accession Number,B-25309.F
50945,Old Accession Number,B-25309.I
50946,Old Accession Number,B-25309.J
50947,Old Accession Number,B-25309.K
50948,Old Accession Number,B-25309.L
50950,Old Accession Number,B-25309.N
50954,Old Accession Number,B-25309.R
50957,Old Accession Number,B-25309.U
50966,Old Accession Number,B-25316
50973,Old Accession Number,B-25320
50979,Old Accession Number,B-25320
50988,Old Accession Number,B-25321
50990,Old Accession Number,B-25321
50996,Old Accession Number,B-25321
50998,Old Accession Number,B-25321
51004,Old Accession Number,B-25322
51007,Old Accession Number,B-25322
51010,Old Accession Number,B-25322
51013,Old Accession Number,B-25322
51014,Old Accession Number,B-25322
51018,Old Accession Number,B-25326
51023,Old Accession Number,B-25331
51026,Old Accession Number,B-25332
51027,Old Accession Number,B-25332
51028,Old Accession Number,B-25332
51031,Old Accession Number,B-25332
51038,Old Accession Number,B-25332
51040,Old Accession Number,B-25332
51045,Old Accession Number,B-25335
51051,Old Accession Number,B-25341
51052,Old Accession Number,B-25342
51054,Old Accession Number,B-25344
51056,Old Accession Number,B-25346
51062,Old Accession Number,B-25351
51069,Old Accession Number,B-25358
51070,Old Accession Number,B-25359
51071,Old Accession Number,B-25360
51073,Old Accession Number,B-25362
51074,Old Accession Number,B-25363
51077,Old Accession Number,B-25366
51081,Old Accession Number,B-25370
51082,Old Accession Number,B-25371
51084,Old Accession Number,B-25373
51086,Old Accession Number,B-25375
51089,Old Accession Number,2351
51099,Old Accession Number,B-25380
51100,Old Accession Number,B-25381
51102,Old Accession Number,B-25383
51106,Old Accession Number,B-25387
51107,Old Accession Number,B-25388
51108,Old Accession Number,A-1732
51111,Old Accession Number,B-25390
51114,Old Accession Number,B-25393
51116,Old Accession Number,B-25395
51120,Old Accession Number,B-25399
51122,Old Accession Number,B-25401
51126,Old Accession Number,B-25405
51130,Old Accession Number,B-25409
51131,Old Accession Number,B-25410
51132,Old Accession Number,B-25411
51135,Old Accession Number,A-1745
51140,Old Accession Number,2363
51141,Old Accession Number,2364
51151,Old Accession Number,B-27831
51155,Old Accession Number,B-27835
51156,Old Accession Number,B-27836
51157,Old Accession Number,B-27837
51162,Old Accession Number,B-27842
51165,Old Accession Number,B-27845
51166,Old Accession Number,B-27846
51167,Old Accession Number,B-27847
51170,Old Accession Number,B-27850
51172,Old Accession Number,B-27852
51177,Old Accession Number,B-27857
51178,Old Accession Number,B-27858
51183,Old Accession Number,B-27863
51196,Old Accession Number,B-27876
51201,Old Accession Number,B-27881
51203,Old Accession Number,B-27883
51208,Old Accession Number,B-27888
51213,Old Accession Number,B-27893
51215,Old Accession Number,B-27895
51216,Old Accession Number,B-27896
51222,Old Accession Number,B-27902
51225,Old Accession Number,B-27905
51226,Old Accession Number,B-27906
51227,Old Accession Number,B-27907
51234,Old Accession Number,B-27914
51240,Old Accession Number,B-27920
51245,Old Accession Number,B-27925
51248,Old Accession Number,B-27928
51251,Old Accession Number,B-27931
51254,Old Accession Number,B-27934
51261,Old Accession Number,B-27941
51262,Old Accession Number,B-27942
51264,Old Accession Number,B-27944
51267,Old Accession Number,B-27947
51268,Old Accession Number,B-27948
51274,Old Accession Number,B-27954
51275,Old Accession Number,B-28064
51278,Old Accession Number,B-28067
51283,Old Accession Number,B-28072
51291,Old Accession Number,B-29217
51296,Old Accession Number,B-29222
51299,Old Accession Number,B-29225
51301,Old Accession Number,B-29227
51303,Old Accession Number,B-29229
51305,Old Accession Number,B-29231
51309,Old Accession Number,B-29235
51312,Old Accession Number,B-29238
51315,Old Accession Number,B-29241
51317,Old Accession Number,B-29243
51319,Old Accession Number,B-29245
51327,Old Accession Number,B-29253
51331,Old Accession Number,B-29257
51334,Old Accession Number,B-29260
51345,Old Accession Number,B-29271
51347,Old Accession Number,B-29273
51349,Old Accession Number,B-29275
51352,Old Accession Number,B-29278
51353,Old Accession Number,B-29279
51355,Old Accession Number,B-29281
51356,Old Accession Number,B-29282
51358,Old Accession Number,B-29284
51360,Old Accession Number,B-29286
51363,Old Accession Number,B-29289
51366,Old Accession Number,B-29292
51376,Old Accession Number,B-29302
51386,Old Accession Number,B-29312
51387,Old Accession Number,B-29313
51389,Old Accession Number,B-29315
51390,Old Accession Number,B-29316
51391,Old Accession Number,B-29317
51394,Old Accession Number,B-29320
51399,Old Accession Number,B-29325
51407,Old Accession Number,B-29333
51412,Old Accession Number,B-29338
51415,Old Accession Number,B-29341
51416,Old Accession Number,B-29342
51418,Old Accession Number,B-29344
51420,Old Accession Number,B-29346
51423,Old Accession Number,B-29349
51424,Old Accession Number,B-29350
51427,Old Accession Number,B-29353
51429,Old Accession Number,B-29354
51436,Old Accession Number,B-29357
51439,Old Accession Number,B-29359
51444,Old Accession Number,B-29361
51445,Old Accession Number,B-29362
51446,Old Accession Number,B-29363
51459,Old Accession Number,B-29376
51462,Old Accession Number,B-29379
51464,Old Accession Number,B-29381
51468,Old Accession Number,B-29385
51473,Old Accession Number,B-29390
51479,Old Accession Number,B-29396
51486,Old Accession Number,B-29403
51493,Old Accession Number,B-29410
51497,Old Accession Number,B-29414
51504,Old Accession Number,B-29421
51513,Old Accession Number,B-29430
51516,Old Accession Number,B-29433
51519,Old Accession Number,B-29436
51530,Old Accession Number,B-29447
51536,Old Accession Number,B-29453
51545,Old Accession Number,B-29460
51548,Old Accession Number,B-29463
51551,Old Accession Number,B-29466
51558,Old Accession Number,B-29473
51562,Old Accession Number,B-29477
51567,Old Accession Number,B-29482
51568,Old Accession Number,B-29483
51574,Old Accession Number,B-29489
51579,Old Accession Number,B-29494
51580,Old Accession Number,B-29495
51587,Old Accession Number,B-29502
51589,Old Accession Number,B-29504
51600,Old Accession Number,B-29515
51601,Old Accession Number,B-29516
51602,Old Accession Number,B-29517
51606,Old Accession Number,B-29521
51607,Old Accession Number,B-29522
51608,Old Accession Number,B-29523
51616,Old Accession Number,B-29531
51621,Old Accession Number,B-29536
51622,Old Accession Number,B-29537
51623,Old Accession Number,B-29538
51625,Old Accession Number,B-29540
51626,Old Accession Number,B-29541
51627,Old Accession Number,B-29542
51638,Old Accession Number,B-29553
51643,Old Accession Number,B-29558
51644,Old Accession Number,B-29559
51646,Old Accession Number,B-29561
51649,Old Accession Number,B-29564
51651,Old Accession Number,B-29566
51669,Old Accession Number,B-29584
51671,Old Accession Number,B-29586
51672,Old Accession Number,B-29587
51674,Old Accession Number,B-29589
51677,Old Accession Number,B-29592
51679,Old Accession Number,B-29594
51682,Old Accession Number,B-29597
51689,Old Accession Number,B-29604
51690,Old Accession Number,B-29605
51691,Old Accession Number,B-29606
51696,Old Accession Number,B-29611
51699,Old Accession Number,B-29614
51703,Old Accession Number,B-29618
51705,Old Accession Number,B-29620
51713,Old Accession Number,B-29628
51716,Old Accession Number,B-29631
51718,Old Accession Number,B-29633
51721,Old Accession Number,B-29636
51722,Old Accession Number,B-29637
51728,Old Accession Number,B-29643
51729,Old Accession Number,B-29644
51734,Old Accession Number,B-29649
51737,Old Accession Number,B-29652
51751,Old Accession Number,B-29666
51752,Old Accession Number,B-29667
51753,Old Accession Number,B-29668
51754,Old Accession Number,B-29669
51756,Old Accession Number,B-29671
51758,Old Accession Number,B-29673
51759,Old Accession Number,B-29674
51763,Old Accession Number,B-29678
51764,Old Accession Number,B-29679
51767,Old Accession Number,B-29682
51771,Old Accession Number,B-29686
51774,Old Accession Number,B-29689
51777,Old Accession Number,B-29702
51782,Old Accession Number,B-30191
51783,Old Accession Number,B-30192
51792,Old Accession Number,B-30201
51794,Old Accession Number,B-30203
51796,Old Accession Number,B-29711
51799,Old Accession Number,B-29720
51806,Old Accession Number,B-29748
51808,Old Accession Number,B-29756
51809,Old Accession Number,B-29760
51811,Old Accession Number,B-29768
51813,Old Accession Number,B-29776
51815,Old Accession Number,B-29784
51817,Old Accession Number,B-29792
51820,Old Accession Number,B-29804
51824,Old Accession Number,B-29819
51825,Old Accession Number,B-29823
51827,Old Accession Number,B-29831
51833,Old Accession Number,B-29855
51837,Old Accession Number,B-29871
51840,Old Accession Number,B-29883
51842,Old Accession Number,B-29891
51843,Old Accession Number,B-29895
51847,Old Accession Number,B-29911
51849,Old Accession Number,B-29919
51850,Old Accession Number,B-29923
51852,Old Accession Number,B-29931
51853,Old Accession Number,B-29935
51854,Old Accession Number,B-29939
51859,Old Accession Number,B-29959
51860,Old Accession Number,B-29963
51861,Old Accession Number,B-29967
51867,Old Accession Number,B-29991
51869,Old Accession Number,B-29999
51870,Old Accession Number,B-30003
51875,Old Accession Number,B-30023
51881,Old Accession Number,B-30047
51906,Old Accession Number,B-30147
51907,Old Accession Number,B-30151
51915,Old Accession Number,B-30183
51916,Old Accession Number,B-30204
51921,Old Accession Number,B-30209
51923,Old Accession Number,B-30211
51927,Old Accession Number,B-30215
51929,Old Accession Number,B-30217
51932,Old Accession Number,B-30220
51935,Old Accession Number,B-30223
51937,Old Accession Number,B-30225
51945,Old Accession Number,B-30233
51952,Old Accession Number,B-30240
51953,Old Accession Number,B-30241
51955,Old Accession Number,B-30243
51961,Old Accession Number,B-30249
51967,Old Accession Number,B-30255
51968,Old Accession Number,B-30256
51971,Old Accession Number,B-30259
51977,Old Accession Number,B-30265
51978,Old Accession Number,B-30266
51984,Old Accession Number,B-30272
51985,Old Accession Number,B-30273
51988,Old Accession Number,B-30276
51992,Old Accession Number,B-30280
51994,Old Accession Number,B-30282
51998,Old Accession Number,B-30919
52004,Old Accession Number,B-30925
52012,Old Accession Number,B-30933
52014,Old Accession Number,B-30941
52016,Old Accession Number,B-30946
52017,Old Accession Number,B-30947
52021,Old Accession Number,B-30951
52022,Old Accession Number,B-30952
52024,Old Accession Number,B-30954
52026,Old Accession Number,B-30956
52027,Old Accession Number,B-30957
52033,Old Accession Number,B-30963
52034,Old Accession Number,B-30964
52036,Old Accession Number,B-30966
52039,Old Accession Number,B-30969
52042,Old Accession Number,B-30972
52043,Old Accession Number,B-30973
52044,Old Accession Number,B-30974
52049,Old Accession Number,B-34797
52052,Old Accession Number,B-34800
52055,Old Accession Number,B-34803
52058,Old Accession Number,B-34806
52059,Old Accession Number,B-34807
52061,Old Accession Number,B-34809
52063,Old Accession Number,B-34811
52064,Old Accession Number,B-34812
52065,Old Accession Number,B-34813
52069,Old Accession Number,B-34817
52074,Old Accession Number,B-34822
52077,Old Accession Number,B-34825
52079,Old Accession Number,2359
52086,Old Accession Number,2360
52087,Old Accession Number,A-1736
52091,Old Accession Number,B-25414
52094,Old Accession Number,B-25415
52096,Old Accession Number,B-25415
52100,Old Accession Number,B-25415
52104,Old Accession Number,B-25416
52106,Old Accession Number,2372
52108,Old Accession Number,B-25422
52115,Old Accession Number,B-25429
52127,Old Accession Number,B-25441
52129,Old Accession Number,B-25443
52131,Old Accession Number,B-25445
52136,Old Accession Number,B-25450
52137,Old Accession Number,B-25451
52140,Old Accession Number,B-25457
52142,Old Accession Number,2370
52146,Old Accession Number,2374
52147,Old Accession Number,2375
52148,Old Accession Number,2376
52152,Old Accession Number,2380
52155,Old Accession Number,2383
52165,Old Accession Number,2393
52172,Old Accession Number,2400
52173,Old Accession Number,2401
52175,Old Accession Number,2403
52182,Old Accession Number,2410
52183,Old Accession Number,2411
52195,Old Accession Number,2423
52197,Old Accession Number,2425
52200,Old Accession Number,2428
52201,Old Accession Number,2429
52203,Old Accession Number,2431
52208,Old Accession Number,2436
52212,Old Accession Number,2440
52213,Old Accession Number,2441
52214,Old Accession Number,2442
52215,Old Accession Number,2443
52216,Old Accession Number,2444
52220,Old Accession Number,2448
52226,Old Accession Number,2454
52229,Old Accession Number,2457
52231,Old Accession Number,2459
52232,Old Accession Number,2460
52237,Old Accession Number,2465
52242,Old Accession Number,2470
52244,Old Accession Number,2472
52246,Old Accession Number,2474
52250,Old Accession Number,2478
52256,Old Accession Number,2484
52257,Old Accession Number,2485
52258,Old Accession Number,2486
52260,Old Accession Number,2488
52262,Old Accession Number,2490
52265,Old Accession Number,2493
52270,Old Accession Number,2498
52275,Old Accession Number,2503
52276,Old Accession Number,2504
52279,Old Accession Number,2507
52280,Old Accession Number,B-25458
52283,Old Accession Number,B-25461
52295,Old Accession Number,B-25473
52302,Old Accession Number,B-25480
52305,Old Accession Number,B-25483
52308,Old Accession Number,B-25486
52309,Old Accession Number,B-25487
52321,Old Accession Number,B-25499
52323,Old Accession Number,B-25501
52326,Old Accession Number,B-25503
52328,Old Accession Number,B-25505
52330,Old Accession Number,B-25507
52335,Old Accession Number,B-25512
52337,Old Accession Number,B-25514
52338,Old Accession Number,B-25515
52339,Old Accession Number,B-25516
52342,Old Accession Number,B-25519
52346,Old Accession Number,B-25523
52361,Old Accession Number,B-25563
52363,Old Accession Number,B-25559
52371,Old Accession Number,B-25575
52373,Old Accession Number,B-25577
52376,Old Accession Number,2543
52377,Old Accession Number,2537
52380,Old Accession Number,2535
52382,Old Accession Number,2534
52386,Old Accession Number,2539
52389,Old Accession Number,2542
52390,Old Accession Number,2546
52392,Old Accession Number,2549
52403,Old Accession Number,B-25612
52406,Old Accession Number,A-1740
52408,Old Accession Number,B-25583
52412,Old Accession Number,B-25583
52415,Old Accession Number,B-25583
52418,Old Accession Number,B-25583
52419,Old Accession Number,B-25594
52420,Old Accession Number,B-25595
52427,Old Accession Number,B-25602
52429,Old Accession Number,B-25604
52435,Old Accession Number,B-25585
52436,Old Accession Number,B-25586
52438,Old Accession Number,B-25588
52444,Old Accession Number,2554
52450,Old Accession Number,2550
52454,Old Accession Number,B-25671
52457,Old Accession Number,2558
52458,Old Accession Number,B-25673
52461,Old Accession Number,B-25629
52468,Old Accession Number,B-25641
52470,Old Accession Number,B-25615
52471,Old Accession Number,B-25616
52473,Old Accession Number,B-25618
52476,Old Accession Number,B-25635
52477,Old Accession Number,B-25636
52478,Old Accession Number,B-25637
52483,Old Accession Number,B-26097
52486,Old Accession Number,B-25632
52496,Old Accession Number,B-25797
52497,Old Accession Number,B-25798
52504,Old Accession Number,B-25771
52508,Old Accession Number,B-25773
52510,Old Accession Number,B-25772
52514,Old Accession Number,B-25717
52518,Old Accession Number,B-25721
52521,Old Accession Number,B-25724
52523,Old Accession Number,B-25726
52533,Old Accession Number,B-25736
52551,Old Accession Number,B-25754
52556,Old Accession Number,B-25762
52579,Old Accession Number,B-25693
52580,Old Accession Number,B-25694
52585,Old Accession Number,B-25699
52593,Old Accession Number,B-25707
52594,Old Accession Number,B-25708
52601,Old Accession Number,B-25788
52603,Old Accession Number,B-25783
52604,Old Accession Number,B-25785
52605,Old Accession Number,B-25791
52606,Old Accession Number,B-25805
52608,Old Accession Number,B-25789
52613,Old Accession Number,B-25793
52629,Old Accession Number,B-25802
52634,Old Accession Number,B-25811
52637,Old Accession Number,B-25811
52645,Old Accession Number,B-25811
52655,Old Accession Number,B-25811
52661,Old Accession Number,B-25811
52664,Old Accession Number,B-25811
52666,Old Accession Number,B-25811
52672,Old Accession Number,B-25811
52675,Old Accession Number,B-25811
52677,Old Accession Number,B-25811
52678,Old Accession Number,B-25811
52680,Old Accession Number,B-25811
52683,Old Accession Number,B-25811
52684,Old Accession Number,B-25811
52689,Old Accession Number,B-25811
52692,Old Accession Number,B-25811
52694,Old Accession Number,B-25811
52708,Old Accession Number,B-25811
52714,Old Accession Number,B-25811
52720,Old Accession Number,B-25811
52721,Old Accession Number,B-25811
52723,Old Accession Number,B-25811
52729,Old Accession Number,B-25811
52737,Old Accession Number,B-25811
52750,Old Accession Number,B-25811
52752,Old Accession Number,B-25811
52753,Old Accession Number,B-25811
52755,Old Accession Number,B-25811
52756,Old Accession Number,B-25811
52759,Old Accession Number,B-25811
52760,Old Accession Number,B-25811
52770,Old Accession Number,B-25811
52773,Old Accession Number,B-25811
52776,Old Accession Number,B-25811
52778,Old Accession Number,B-25811
52779,Old Accession Number,B-25811
52780,Old Accession Number,B-25811
52782,Old Accession Number,B-25811
52792,Old Accession Number,B-25811
52796,Old Accession Number,B-25811
52800,Old Accession Number,B-25811
52803,Old Accession Number,B-25811
52805,Old Accession Number,B-25811
52810,Old Accession Number,B-25811
52813,Old Accession Number,B-25811
52814,Old Accession Number,B-25811
52816,Old Accession Number,B-25811
52818,Old Accession Number,B-25811
52819,Old Accession Number,B-25811
52822,Old Accession Number,B-25811
52828,Old Accession Number,B-25811
52831,Old Accession Number,B-25811
52832,Old Accession Number,B-25811
52835,Old Accession Number,B-25811
52836,Old Accession Number,B-25811
52839,Old Accession Number,B-25811
52841,Old Accession Number,B-25811
52843,Old Accession Number,B-25811
52845,Old Accession Number,B-25811
52852,Old Accession Number,B-25811
52859,Old Accession Number,B-25811
52860,Old Accession Number,B-25811
52866,Old Accession Number,B-25813
52868,Old Accession Number,B-25814
52870,Old Accession Number,B-25816
52876,Old Accession Number,B-25775
52879,Old Accession Number,B-25778
52890,Old Accession Number,B-25842
52891,Old Accession Number,B-25845
52893,Old Accession Number,B-25863
52910,Old Accession Number,B-25853
52916,Old Accession Number,B-25826
52921,Old Accession Number,B-25866
52923,Old Accession Number,B-25868
52927,Old Accession Number,B-25872
52935,Old Accession Number,B-25937
52945,Old Accession Number,B-25946
52952,Old Accession Number,2569
52955,Old Accession Number,2572
52957,Old Accession Number,2574
52958,Old Accession Number,2575
52964,Old Accession Number,2581
52974,Old Accession Number,B-25655
52977,Old Accession Number,B-25658
52987,Old Accession Number,B-25890
52988,Old Accession Number,B-25891
52989,Old Accession Number,B-25892
52996,Old Accession Number,B-25899
53005,Old Accession Number,B-25908
53009,Old Accession Number,B-25912
53011,Old Accession Number,B-25914
53018,Old Accession Number,B-25921
53023,Old Accession Number,B-25926
53027,Old Accession Number,B-25930
53029,Old Accession Number,B-25932
53035,Old Accession Number,B-26098
53036,Old Accession Number,B-26099
53037,Old Accession Number,B-26100
53038,Old Accession Number,B-26101
53041,Old Accession Number,B-26104
53043,Old Accession Number,B-26106
53045,Old Accession Number,B-26108
53047,Old Accession Number,B-26110
53049,Old Accession Number,B-26112
53071,Old Accession Number,B-26138
53073,Old Accession Number,B-26140
53075,Old Accession Number,B-26142
53079,Old Accession Number,B-26147
53080,Old Accession Number,2613
53087,Old Accession Number,2623
53089,Old Accession Number,2625
53093,Old Accession Number,2612
53096,Old Accession Number,B-26122
53102,Old Accession Number,B-33887
53109,Old Accession Number,B-25834
53113,Old Accession Number,B-25832
53116,Old Accession Number,2611
53120,Old Accession Number,2587
53121,Old Accession Number,2588
53127,Old Accession Number,2594
53139,Old Accession Number,2607
53143,Old Accession Number,A-1750
53144,Old Accession Number,B-25838
53149,Old Accession Number,2629
53150,Old Accession Number,B-25952
53151,Old Accession Number,B-25954
53158,Old Accession Number,B-26220
53162,Old Accession Number,B-26051
53166,Old Accession Number,B-25968
53168,Old Accession Number,B-25970
53173,Old Accession Number,B-25975
53174,Old Accession Number,B-25976
53192,Old Accession Number,B-25997
53194,Old Accession Number,B-25999
53197,Old Accession Number,B-26004
53198,Old Accession Number,B-26005
53202,Old Accession Number,B-26009
53203,Old Accession Number,B-26010
53206,Old Accession Number,B-26013
53208,Old Accession Number,B-26015
53209,Old Accession Number,B-26016
53211,Old Accession Number,B-26018
53214,Old Accession Number,B-26021
53215,Old Accession Number,B-26022
53219,Old Accession Number,B-26026
53220,Old Accession Number,B-26027
53221,Old Accession Number,B-26028
53233,Old Accession Number,B-26040
53236,Old Accession Number,B-26043
53239,Old Accession Number,B-26046
53241,Old Accession Number,B-26048
