objectid,altnumtype,altnum
53242,Old Accession Number,B-26049
53243,Old Accession Number,B-26055
53247,Old Accession Number,B-26059
53253,Old Accession Number,B-26065
53254,Old Accession Number,B-26066
53257,Old Accession Number,B-26081
53261,Old Accession Number,B-26002
53265,Old Accession Number,B-25951
53266,Old Accession Number,B-25958
53271,Old Accession Number,B-25964
53275,Old Accession Number,B-25957
53282,Old Accession Number,B-25955
53287,Old Accession Number,B-26087
53290,Old Accession Number,B-25981
53295,Old Accession Number,B-26091
53296,Old Accession Number,B-26095
53301,Old Accession Number,B-26084
53304,Old Accession Number,B-26093
53310,Old Accession Number,C-558
53313,Old Accession Number,C-561
53314,Old Accession Number,C-562
53317,Old Accession Number,C-565
53320,Old Accession Number,C-568
53321,Old Accession Number,C-569
53324,Old Accession Number,C-572
53327,Old Accession Number,C-575
53333,Old Accession Number,C-581
53334,Old Accession Number,C-582
53336,Old Accession Number,C-584
53341,Old Accession Number,C-589
53342,Old Accession Number,C-590
53346,Old Accession Number,C-594
53347,Old Accession Number,C-595
53353,Old Accession Number,C-601
53354,Old Accession Number,C-602
53357,Old Accession Number,C-605
53361,Old Accession Number,C-609
53368,Old Accession Number,C-616
53369,Old Accession Number,C-617
53379,Old Accession Number,B-26196
53388,Old Accession Number,B-26215
53390,Old Accession Number,B-26213
53393,Old Accession Number,B-26204
53395,Old Accession Number,B-26201
53398,Old Accession Number,B-26211
53402,Old Accession Number,B-26203
53404,Old Accession Number,B-26195
53405,Old Accession Number,B-26205
53406,Old Accession Number,B-26193
53408,Old Accession Number,B-26225
53412,Old Accession Number,B-26338
53415,Old Accession Number,B-26341
53421,Old Accession Number,B-26347
53422,Old Accession Number,B-26234
53426,Old Accession Number,B-26232
53433,Old Accession Number,B-26263
53440,Old Accession Number,B-26290
53443,Old Accession Number,B-26279
53452,Old Accession Number,B-26304
53475,Old Accession Number,B-26248
53476,Old Accession Number,B-26259
53479,Old Accession Number,B-26267
53480,Old Accession Number,B-26268
53481,Old Accession Number,B-26281
53482,Old Accession Number,B-26283
53485,Old Accession Number,B-26286
53488,Old Accession Number,B-26289
53489,Old Accession Number,B-26301
53492,Old Accession Number,B-26308
53495,Old Accession Number,B-26311
53503,Old Accession Number,B-26325
53505,Old Accession Number,B-26327
53508,Old Accession Number,B-26331
53509,Old Accession Number,B-26332
53511,Old Accession Number,B-26321
53512,Old Accession Number,B-26258
53515,Old Accession Number,B-26335
53518,Old Accession Number,B-26334
53519,Old Accession Number,B-26271
53522,Old Accession Number,B-26274
53524,Old Accession Number,B-26276
53530,Old Accession Number,2636
53532,Old Accession Number,2633
53533,Old Accession Number,B-26228
53536,Old Accession Number,B-26571
53547,Old Accession Number,B-26157
53551,Old Accession Number,B-26161
53552,Old Accession Number,B-26162
53553,Old Accession Number,B-26163
53557,Old Accession Number,B-26167
53560,Old Accession Number,B-26170
53562,Old Accession Number,B-26172
53564,Old Accession Number,B-26174
53567,Old Accession Number,B-26177
53577,Old Accession Number,B-26187
53587,Old Accession Number,2653
53588,Old Accession Number,2644
53593,Old Accession Number,B-26222
53594,Old Accession Number,A-1754
53601,Old Accession Number,B-26359
53602,Old Accession Number,B-26360
53606,Old Accession Number,B-26364
53607,Old Accession Number,B-26365
53621,Old Accession Number,B-26379
53636,Old Accession Number,B-26394
53641,Old Accession Number,B-26399
53643,Old Accession Number,B-26401
53644,Old Accession Number,B-26402
53646,Old Accession Number,B-26404
53652,Old Accession Number,B-26410
53653,Old Accession Number,B-26411
53660,Old Accession Number,B-26418
53673,Old Accession Number,B-26431
53676,Old Accession Number,B-26434
53687,Old Accession Number,B-26445
53691,Old Accession Number,B-26449
53695,Old Accession Number,B-26453
53703,Old Accession Number,B-26461
53709,Old Accession Number,B-26467
53713,Old Accession Number,B-26471
53714,Old Accession Number,B-26472
53720,Old Accession Number,B-26478
53722,Old Accession Number,B-26480
53723,Old Accession Number,B-26481
53725,Old Accession Number,B-26483
53727,Old Accession Number,B-26485
53730,Old Accession Number,B-26488
53734,Old Accession Number,B-26492
53735,Old Accession Number,B-26493
53742,Old Accession Number,B-26500
53750,Old Accession Number,B-26508
53751,Old Accession Number,B-26509
53754,Old Accession Number,B-26512
53757,Old Accession Number,B-26515
53763,Old Accession Number,B-26521
53770,Old Accession Number,B-26528
53773,Old Accession Number,B-26531
53774,Old Accession Number,B-26532
53775,Old Accession Number,B-26533
53778,Old Accession Number,B-26536
53780,Old Accession Number,B-26538
53782,Old Accession Number,B-26540
53783,Old Accession Number,B-26541
53788,Old Accession Number,B-26546
53789,Old Accession Number,B-26547
53792,Old Accession Number,B-26550
53808,Old Accession Number,B-26566
53813,Old Accession Number,2654
53818,Old Accession Number,2646
53819,Old Accession Number,2647
53823,Old Accession Number,B-26352
53828,Old Accession Number,B-26708
53829,Old Accession Number,B-26709
53830,Old Accession Number,B-26710
53833,Old Accession Number,B-26713
53841,Old Accession Number,B-26721
53843,Old Accession Number,B-26723
53847,Old Accession Number,B-26727
53856,Old Accession Number,B-26736
53861,Old Accession Number,B-26741
53862,Old Accession Number,B-26742
53863,Old Accession Number,A-1758
53867,Old Accession Number,B-26573
53868,Old Accession Number,B-26583
53873,Old Accession Number,B-26610
53877,Old Accession Number,B-26614
53879,Old Accession Number,B-26616
53881,Old Accession Number,B-26618
53884,Old Accession Number,B-26621
53885,Old Accession Number,B-26622
53887,Old Accession Number,B-26624
53892,Old Accession Number,B-26629
53896,Old Accession Number,B-26633
53897,Old Accession Number,B-26634
53903,Old Accession Number,B-26640
53904,Old Accession Number,B-26641
53905,Old Accession Number,B-26642
53909,Old Accession Number,B-26646
53914,Old Accession Number,B-26651
53915,Old Accession Number,B-26652
53916,Old Accession Number,B-26653
53921,Old Accession Number,B-26658
53923,Old Accession Number,B-26660
53924,Old Accession Number,B-26661
53935,Old Accession Number,B-26672
53938,Old Accession Number,B-26675
53946,Old Accession Number,B-26683
53948,Old Accession Number,B-26685
53949,Old Accession Number,B-26686
53954,Old Accession Number,B-26691
53958,Old Accession Number,B-26695
53960,Old Accession Number,B-26697
53961,Old Accession Number,B-26698
53970,Old Accession Number,B-26707
53971,Old Accession Number,B-26577
53972,Old Accession Number,B-26586
53974,Old Accession Number,B-26588
53976,Old Accession Number,B-26591
53981,Old Accession Number,B-26596
53983,Old Accession Number,B-26598
53989,Old Accession Number,B-26604
53990,Old Accession Number,B-26605
53995,Old Accession Number,B-26574
54000,Old Accession Number,B-26351
54007,Old Accession Number,B-26829
54014,Old Accession Number,B-26780
54027,Old Accession Number,B-26821
54029,Old Accession Number,B-26824
54033,Old Accession Number,B-26851
54035,Old Accession Number,B-26769
54037,Old Accession Number,B-26810
54040,Old Accession Number,B-26805
54042,Old Accession Number,B-26840
54048,Old Accession Number,B-26846
54052,Old Accession Number,B-26837
54054,Old Accession Number,B-26849
54057,Old Accession Number,B-26823
54061,Old Accession Number,B-26827
54062,Old Accession Number,B-26828
54071,Old Accession Number,B-26751
54075,Old Accession Number,B-26755
54076,Old Accession Number,B-26756
54077,Old Accession Number,B-26757
54078,Old Accession Number,B-26758
54082,Old Accession Number,B-26864
54085,Old Accession Number,B-26867
54088,Old Accession Number,B-26870
54094,Old Accession Number,B-26876
54095,Old Accession Number,B-26877
54097,Old Accession Number,B-26879
54108,Old Accession Number,B-26890
54111,Old Accession Number,B-26893
54112,Old Accession Number,B-26894
54125,Old Accession Number,B-26907
54127,Old Accession Number,2659
54137,Old Accession Number,2666
54140,Old Accession Number,SB-93
54141,Old Accession Number,B-26853
54148,Old Accession Number,B-26860
54149,Old Accession Number,B-26861
54151,Old Accession Number,B-26773
54152,Old Accession Number,B-26784
54156,Old Accession Number,B-26988
54158,Old Accession Number,B-26789
54163,Old Accession Number,B-26794
54171,Old Accession Number,B-26790.D
54175,Old Accession Number,B-26790.H
54176,Old Accession Number,B-26790.I
54179,Old Accession Number,B-26790.L
54181,Old Accession Number,2669
54185,Old Accession Number,B-26986
54187,Old Accession Number,B-26987
54194,Old Accession Number,B-26767
54195,Old Accession Number,B-26767
54200,Old Accession Number,B-26798
54203,Old Accession Number,B-26832
54206,Old Accession Number,B-26908
54207,Old Accession Number,B-26909
54211,Old Accession Number,B-26913
54214,Old Accession Number,B-26916
54216,Old Accession Number,B-26918
54221,Old Accession Number,B-26923
54229,Old Accession Number,B-26931
54232,Old Accession Number,B-26934
54233,Old Accession Number,B-26935
54237,Old Accession Number,B-26939
54240,Old Accession Number,B-26942
54244,Old Accession Number,B-26946
54249,Old Accession Number,B-26951
54252,Old Accession Number,B-26954
54255,Old Accession Number,B-26957
54258,Old Accession Number,B-26960
54270,Old Accession Number,B-26972
54271,Old Accession Number,B-26973
54272,Old Accession Number,B-26974
54276,Old Accession Number,B-26978
54282,Old Accession Number,B-26984
54286,Old Accession Number,B-34829
54287,Old Accession Number,B-34830
54288,Old Accession Number,A-1759
54290,Old Accession Number,B-27250
54291,Old Accession Number,B-27247
54300,Old Accession Number,B-27190
54301,Old Accession Number,B-27191
54305,Old Accession Number,B-27195
54308,Old Accession Number,B-27198
54313,Old Accession Number,B-27203
54318,Old Accession Number,B-27208
54320,Old Accession Number,B-27210
54321,Old Accession Number,B-27211
54328,Old Accession Number,B-27218
54332,Old Accession Number,B-27222
54340,Old Accession Number,B-27230
54342,Old Accession Number,B-27232
54348,Old Accession Number,B-27238
54351,Old Accession Number,B-27261
54355,Old Accession Number,B-27239
54359,Old Accession Number,B-27252
54362,Old Accession Number,B-27181
54366,Old Accession Number,B-27176
54369,Old Accession Number,B-27182
54373,Old Accession Number,B-27258
54376,Old Accession Number,B-27240
54394,Old Accession Number,B-27299
54395,Old Accession Number,B-27300
54398,Old Accession Number,B-27303
54401,Old Accession Number,B-27306
54402,Old Accession Number,B-27307
54410,Old Accession Number,B-27313
54411,Old Accession Number,B-27313
54420,Old Accession Number,B-27313
54430,Old Accession Number,B-27313
54437,Old Accession Number,B-27319
54438,Old Accession Number,B-27320
54447,Old Accession Number,B-27336
54452,Old Accession Number,B-27436
54454,Old Accession Number,B-27438
54455,Old Accession Number,B-27439
54456,Old Accession Number,B-27440
54458,Old Accession Number,B-27442
54460,Old Accession Number,B-27444
54463,Old Accession Number,B-27428
54464,Old Accession Number,B-27429
54470,Old Accession Number,B-27451
54471,Old Accession Number,B-27455
54477,Old Accession Number,B-27286
54478,Old Accession Number,B-27287
54479,Old Accession Number,B-27288
54480,Old Accession Number,B-27289
54484,Old Accession Number,B-27309
54486,Old Accession Number,B-27312
54487,Old Accession Number,B-27315
54489,Old Accession Number,B-27327
54492,Old Accession Number,B-27337
54493,Old Accession Number,B-27338
54502,Old Accession Number,B-27347
54510,Old Accession Number,B-27355
54511,Old Accession Number,B-27356
54514,Old Accession Number,B-27359
54515,Old Accession Number,B-27360
54518,Old Accession Number,B-27363
54519,Old Accession Number,B-27364
54521,Old Accession Number,B-27387
54525,Old Accession Number,B-27391
54533,Old Accession Number,B-27399
54536,Old Accession Number,B-27402
54543,Old Accession Number,B-27510
54546,Old Accession Number,B-27404
54548,Old Accession Number,B-27406
54559,Old Accession Number,B-27486
54562,Old Accession Number,B-27489
54566,Old Accession Number,B-27326
54568,Old Accession Number,B-27325
54576,Old Accession Number,B-27515
54579,Old Accession Number,B-27518
54580,Old Accession Number,B-27519
54593,Old Accession Number,B-27532
54594,Old Accession Number,B-27533
54596,Old Accession Number,B-27535
54598,Old Accession Number,B-27537
54614,Old Accession Number,B-27553
54621,Old Accession Number,B-27560
54622,Old Accession Number,B-27561
54628,Old Accession Number,B-27567
54637,Old Accession Number,B-27576
54650,Old Accession Number,B-27589
54652,Old Accession Number,B-27591
54653,Old Accession Number,B-27592
54656,Old Accession Number,B-27595
54664,Old Accession Number,B-27603
54669,Old Accession Number,B-27608
54675,Old Accession Number,B-27614
54684,Old Accession Number,B-27623
54686,Old Accession Number,B-27625
54687,Old Accession Number,B-27626
54692,Old Accession Number,B-27631
54696,Old Accession Number,B-27279
54705,Old Accession Number,B-27459
54708,Old Accession Number,B-27267
54709,Old Accession Number,B-27268
54718,Old Accession Number,B-27495
54730,Old Accession Number,B-27500
54733,Old Accession Number,B-27503
54736,Old Accession Number,B-27506
54739,Old Accession Number,B-27807
54744,Old Accession Number,B-27812
54746,Old Accession Number,B-27814
54748,Old Accession Number,B-27816
54752,Old Accession Number,B-27820
54757,Old Accession Number,2674
54759,Old Accession Number,2673
54761,Old Accession Number,B-27366
54764,Old Accession Number,B-27272
54767,Old Accession Number,B-27497
54768,Old Accession Number,B-27266
54769,Old Accession Number,B-27477
54772,Old Accession Number,B-27410
54777,Old Accession Number,B-27415
54782,Old Accession Number,B-27635
54784,Old Accession Number,B-27637
54785,Old Accession Number,B-27638
54792,Old Accession Number,B-27645
54804,Old Accession Number,B-27657
54814,Old Accession Number,B-27667
54819,Old Accession Number,B-27672
54820,Old Accession Number,B-27673
54827,Old Accession Number,B-27680
54828,Old Accession Number,B-27681
54829,Old Accession Number,B-27682
