uuid,idschemelabel,identifier
81ec0013-6973-42dc-8a51-9969de14f515,Wikidata ID,Q76340034
81ec5e97-09a5-46f2-8ce9-cb7061d050fc,Old Accession Number,I-14247
81ec5e97-09a5-46f2-8ce9-cb7061d050fc,Wikidata ID,Q64633003
81ec9785-b116-4fce-84ea-29a501dba17d,Wikidata ID,Q76338476
81ecb45d-fa16-42af-9c63-477b7e98d0d6,Wikidata ID,Q76347720
81ed14b9-738d-4c04-b2e1-1a2cfbdc7e36,Wikidata ID,Q76440672
81ed961e-a3c8-4cb6-9b06-daedd2b4532a,Old Accession Number,B-13782
81ed961e-a3c8-4cb6-9b06-daedd2b4532a,Wikidata ID,Q65086887
81edcc97-36ab-450c-a336-1c8f43602374,Wikidata ID,Q64158145
81edfdb8-f33b-4f94-98c0-97c462034a47,Wikidata ID,Q74073525
81ee31fc-128a-47f3-b9ea-fb588e3a3273,Wikidata ID,Q64535745
81ee8838-5b1a-4115-8c67-7217bd0a521e,Wikidata ID,Q64590974
81ef874b-59c7-42f5-8607-ea2cfaee9828,Old Accession Number,A-151
81ef874b-59c7-42f5-8607-ea2cfaee9828,Wikidata ID,Q63809354
81efafe0-3d6e-4c91-8995-7671c9d86f2a,Wikidata ID,Q76550094
81eff686-96dc-4cfc-9d5e-202a6822599c,Old Accession Number,I-15001
81eff686-96dc-4cfc-9d5e-202a6822599c,Wikidata ID,Q64537924
81f06657-c472-483c-86e8-a8703cdd8e9d,Old Accession Number,I-11278
81f06657-c472-483c-86e8-a8703cdd8e9d,Wikidata ID,Q64560987
81f0b1f7-2e95-4852-8110-f1040d2e5a71,Wikidata ID,Q77261797
81f25d83-5b3a-4472-b2ee-033062d0be36,ULAN ID,500129280
81f2e924-7168-48c9-9449-cba4cd919659,Old Accession Number,B-24121
81f2e924-7168-48c9-9449-cba4cd919659,Wikidata ID,Q65512272
81f342b2-ba4f-4bf0-8b40-c763c084d693,Wikidata ID,Q64627385
81f426ee-7f11-43b7-940a-81f71a09361f,Wikidata ID,Q65078345
81f4606d-7b11-4177-89b8-25dd886485d1,Wikidata ID,Q76355822
81f46d2f-95c7-4291-90cc-41aa68ec9a9a,Old Accession Number,B-7235
81f4ffd6-147f-45fc-9494-4c4c7825cf71,Old Accession Number,B-7319
81f4ffd6-147f-45fc-9494-4c4c7825cf71,Wikidata ID,Q64955855
81f5838d-2d1f-4304-a3e4-86ddf9c4d293,Wikidata ID,Q77008021
81f68153-776d-47be-a628-9554a3cef267,Old Accession Number,B-17389
81f68153-776d-47be-a628-9554a3cef267,Wikidata ID,Q65067813
81f867d7-8f27-44c5-b035-e94a804275ed,Wikidata ID,Q6273106
81f9fd82-41e9-4ac8-a4bf-cb9f0920819f,Wikidata ID,Q64170115
81fa78f3-8eb5-4621-b9f6-3429a906168d,Old Accession Number,I-11592
81fa78f3-8eb5-4621-b9f6-3429a906168d,Wikidata ID,Q64537432
81fbb863-744f-4107-ad5b-a4e4aae358ab,Wikidata ID,Q21460965
81fc1289-0aab-4639-885d-e507a10588a6,Wikidata ID,Q24203491
81fc5ee5-7fc4-457b-8fb9-8e382bb65464,ULAN ID,500047442
81fc5ee5-7fc4-457b-8fb9-8e382bb65464,Wikidata ID,Q15450676
81fccd06-8d59-41c9-aa6b-c4c16e027589,Wikidata ID,Q64592133
81fcdec8-f038-408f-96f1-3f7090a3b974,Old Accession Number,B-9586
81fcdec8-f038-408f-96f1-3f7090a3b974,Wikidata ID,Q65024785
81fd0ef5-d3fe-44f9-a1aa-e5cd3a239d70,Wikidata ID,Q64573659
81fe0f1d-71e1-4a42-aef2-a55ae631b0e3,Wikidata ID,Q76557833
81fe8fc3-a460-4559-96a6-40ead1c5ff8c,Wikidata ID,Q64170138
81ff0ec1-d5eb-4a19-ae3a-a77bb688abd3,Wikidata ID,Q77010930
81ff709e-fb68-4887-8889-391b1df8b483,Old Accession Number,B-31110
81ff709e-fb68-4887-8889-391b1df8b483,Wikidata ID,Q65570064
81ff88ae-7e96-4367-9f0d-982d45ebb363,Old Accession Number,B-32962
81ff88ae-7e96-4367-9f0d-982d45ebb363,Wikidata ID,Q65578005
82002685-455c-4372-bbf1-eefd077f9e8e,Old Accession Number,B-297
82002685-455c-4372-bbf1-eefd077f9e8e,Wikidata ID,Q64961214
820161db-9d30-4592-920d-4ffcb2a3dce1,Wikidata ID,Q77013644
8201e62c-8e6e-4b89-8502-f0118e58c797,Wikidata ID,Q76335744
8201f578-eff9-4ae9-91dc-d1c7dd065aeb,Wikidata ID,Q64163837
82024b63-6a3e-433f-be08-286687458cd9,Wikidata ID,Q76442937
82032c62-ce7f-484d-9bbc-2b044b132444,Wikidata ID,Q76550294
82042f6c-2f1a-41ea-a82e-dec5bbf3d7a8,Old Accession Number,I-17527
82042f6c-2f1a-41ea-a82e-dec5bbf3d7a8,Wikidata ID,Q64574382
820476cf-5c6d-4570-aff9-e2ad7753421a,Old Accession Number,B-34717
820476cf-5c6d-4570-aff9-e2ad7753421a,Wikidata ID,Q74033752
82047838-8d04-45cd-8bbc-7a685a7852cd,Old Accession Number,I-13150
82047838-8d04-45cd-8bbc-7a685a7852cd,Wikidata ID,Q64538411
8205dee8-77a5-4b8e-92ad-9ddb4907a6af,Wikidata ID,Q74877467
8206294c-8781-40fa-92d9-4d774c480b36,Wikidata ID,Q77258671
8206aa99-6698-405f-9072-5321155722e5,Old Accession Number,I-189
8206aa99-6698-405f-9072-5321155722e5,Wikidata ID,Q64607454
8206df61-4822-441b-bcf7-c143d466d963,Wikidata ID,Q64596479
8207e2c3-8684-4039-8a23-b865459db2d8,Wikidata ID,Q64536613
82085026-8d92-454c-816d-17d5cdfb3a3f,Old Accession Number,B-8567
82085026-8d92-454c-816d-17d5cdfb3a3f,Wikidata ID,Q64580525
8208d136-bf6f-4d2b-b248-365dfe5ed235,Old Accession Number,B-5940
8208d136-bf6f-4d2b-b248-365dfe5ed235,Wikidata ID,Q64960033
8208d58b-0b44-4720-b435-340de12598de,Wikidata ID,Q21795255
8208e1a8-d30b-467b-9ac7-3b137bb32a60,Wikidata ID,Q76442567
82092b45-50e7-4f72-9c13-8daa8718352b,ULAN ID,500008614
82092b45-50e7-4f72-9c13-8daa8718352b,Wikidata ID,Q3182713
82095d50-344a-4244-a084-906fd7a45d10,Wikidata ID,Q77010058
82097e9c-0cda-451b-9c92-3651143823ab,Wikidata ID,Q25529372
8209fee2-9f3b-473d-9301-18c30e9c0b9b,Old Accession Number,B-7534
8209fee2-9f3b-473d-9301-18c30e9c0b9b,Wikidata ID,Q65026347
820a7408-12b2-4a25-86f3-6604693671c3,Wikidata ID,Q76438945
820a765d-f300-4bf2-abbe-feeb9719da15,Old Accession Number,B-23893
820a765d-f300-4bf2-abbe-feeb9719da15,Wikidata ID,Q65510669
820ada86-776b-48ea-8198-d3802e486cd1,Wikidata ID,Q64591097
820ae947-fb7c-4cd7-a8df-348cf1f66b42,Wikidata ID,Q76441771
820c3a3d-3574-4168-bba4-5431ce19c53c,Wikidata ID,Q75431423
820d3828-614a-4f12-b908-9b2f40b7e6e7,Old Accession Number,I-13584
820d3828-614a-4f12-b908-9b2f40b7e6e7,Wikidata ID,Q64620043
820d3855-eab8-4687-8ca5-3b6d1081da92,Old Accession Number,B-2189
820d3855-eab8-4687-8ca5-3b6d1081da92,Wikidata ID,Q64958793
820d3988-7457-48dd-b84d-d492217c0324,ULAN ID,500115186
820d3988-7457-48dd-b84d-d492217c0324,Wikidata ID,Q127916
820daed2-d074-40fc-9515-915f3b34c1de,Old Accession Number,I-8612
820daed2-d074-40fc-9515-915f3b34c1de,Wikidata ID,Q64614055
820e4d74-b7b2-4181-b8c3-9183ee9b1d68,Old Accession Number,I-4641
820e4d74-b7b2-4181-b8c3-9183ee9b1d68,Wikidata ID,Q64593390
820eaaed-7db6-4f47-9f97-9fdb8ad44475,Wikidata ID,Q64157896
820ed280-a187-4e92-8353-78fa3ea5904b,Old Accession Number,B-22979
820ed280-a187-4e92-8353-78fa3ea5904b,Wikidata ID,Q65510835
820f3c68-e8c9-4c82-8d8d-79121a41f254,ULAN ID,500118235
820f3c68-e8c9-4c82-8d8d-79121a41f254,Wikidata ID,Q115347011
8210448a-c3df-4296-9016-1a84be1953e5,Old Accession Number,I-9001
8210448a-c3df-4296-9016-1a84be1953e5,Wikidata ID,Q64538143
82104c67-d36b-424e-9cfe-563beb68a8da,ULAN ID,500018494
8210c61e-21e2-4b5a-b7f4-913ce51efc61,Old Accession Number,B-27756
8210c61e-21e2-4b5a-b7f4-913ce51efc61,Wikidata ID,Q65568646
8211680b-a46a-44d3-a893-1577b2590908,Old Accession Number,B-30476
8211680b-a46a-44d3-a893-1577b2590908,Wikidata ID,Q64536800
8212bb32-5797-40ce-93dd-2eaf53dc77ee,Old Accession Number,B-13919
8212bb32-5797-40ce-93dd-2eaf53dc77ee,Wikidata ID,Q65077508
821326ca-b82e-42cc-af19-88e86105711e,Key Set Number,1345
821326ca-b82e-42cc-af19-88e86105711e,Old Accession Number,D-1064
821326ca-b82e-42cc-af19-88e86105711e,Stieglitz Estate Number,141C
821326ca-b82e-42cc-af19-88e86105711e,Wikidata ID,Q64036385
8213aaa9-bcf2-42c5-8ad5-9d9b76f1ea0e,Old Accession Number,B-25811
8213aaa9-bcf2-42c5-8ad5-9d9b76f1ea0e,Wikidata ID,Q65571448
8214a582-d27a-4ee5-a685-0de1037ed527,Wikidata ID,Q64161758
82154e5c-32d1-4826-a8bd-fca5d320a752,Old Accession Number,B-31954
82154e5c-32d1-4826-a8bd-fca5d320a752,Wikidata ID,Q77007046
821550ba-5709-4012-8f7b-db64d6da4fe3,Old Accession Number,B-19148
821550ba-5709-4012-8f7b-db64d6da4fe3,Wikidata ID,Q65363278
8215602f-ae80-4ca7-b5b9-6a92ce05e61b,Old Accession Number,B-11314
8215602f-ae80-4ca7-b5b9-6a92ce05e61b,Wikidata ID,Q65025816
8215a653-daa5-404c-9fe9-b3cd108ff40a,Wikidata ID,Q64155598
8216d19f-8775-4353-a794-37ecf6864245,Wikidata ID,Q75119586
8216f89d-3cb8-4950-a04f-6cf6c2d0e867,ULAN ID,500030773
8216f89d-3cb8-4950-a04f-6cf6c2d0e867,Wikidata ID,Q728375
82174009-4b3d-462f-b246-a11eb8f775ba,Wikidata ID,Q64145584
82177d2f-fd06-4ebe-be5e-4901776390b0,Wikidata ID,Q74895497
8217c29e-9b45-402a-853d-f1e0bcf71d8a,Wikidata ID,Q64158299
82181988-fab1-440a-b78e-216cfaec1887,Wikidata ID,Q64171739
821852bf-8795-47e7-a2e1-f89cd9765222,Wikidata ID,Q64164572
8218a100-0856-460d-a3a8-84a324e23232,Wikidata ID,Q64156518
821962b6-be7d-4ca6-8605-1af5eb113442,Wikidata ID,Q77014610
8219b197-2410-4c40-ae83-a55ba95b15b0,Wikidata ID,Q77013649
8219bd7d-ce8c-42ff-9bdd-be24684ff490,Wikidata ID,Q77262332
821a374c-0821-416e-bdbe-446adf1df234,Wikidata ID,Q64614899
821d15af-71ef-4c88-827b-eb50e2b39df8,ULAN ID,500115507
821d15af-71ef-4c88-827b-eb50e2b39df8,Wikidata ID,Q704588
821db2e0-1474-4302-9e9a-9682b97f59b9,Old Accession Number,I-4725
821db2e0-1474-4302-9e9a-9682b97f59b9,Wikidata ID,Q64561365
821ebcc7-2aa6-483f-84b3-627a549e260a,Wikidata ID,Q64164126
821fc04c-0cb5-4c1c-adc3-bbb27272940b,Wikidata ID,Q77260979
82201d0e-f83d-4300-96ff-147acb6a7b4f,Old Accession Number,B-17407
82201d0e-f83d-4300-96ff-147acb6a7b4f,Wikidata ID,Q65067882
822043c4-2147-499f-8045-96356b4b8fc8,Old Accession Number,B-7474
822043c4-2147-499f-8045-96356b4b8fc8,Wikidata ID,Q64962457
822061fc-1765-41be-893d-176589d68722,Wikidata ID,Q64584071
82209e9d-238f-43f5-be85-44635247cdb7,Wikidata ID,Q64163020
82210a47-431f-4f5a-8317-ea9e10153e27,Old Accession Number,B-28515
82210a47-431f-4f5a-8317-ea9e10153e27,Wikidata ID,Q65566168
82223be9-8b75-45be-91b5-91cd9c5b6486,Wikidata ID,Q77261539
82225653-45e6-4584-88b4-087870d82430,Wikidata ID,Q64158339
82225ecc-0fd2-473c-94a7-80f5c9332af4,Wikidata ID,Q76342096
822260ee-b592-4fa8-ab11-5785e3d2ee86,ULAN ID,500343323
822260ee-b592-4fa8-ab11-5785e3d2ee86,Wikidata ID,Q7405198
82227f9f-d977-493a-9e4b-8212e7c730f5,Old Accession Number,A-993
82227f9f-d977-493a-9e4b-8212e7c730f5,Wikidata ID,Q63847569
82242a32-8621-459a-b106-27f8def05082,Old Accession Number,I-681
82242a32-8621-459a-b106-27f8def05082,Wikidata ID,Q64630163
8225fec6-1a5b-4afe-82a1-83ea93b523b9,Old Accession Number,B-2972
8225fec6-1a5b-4afe-82a1-83ea93b523b9,Wikidata ID,Q64952553
8226e0a7-c62b-4edc-94e9-356701209174,Wikidata ID,Q64579764
8227c90d-8537-47d1-b650-87d17cfc54eb,Old Accession Number,B-28384
8227c90d-8537-47d1-b650-87d17cfc54eb,Wikidata ID,Q65576104
82297878-cb40-4ed3-87b7-5a3cff549ba3,Wikidata ID,Q64591037
8229f3f3-d198-497c-b389-427f53511632,Wikidata ID,Q64147584
822a57e7-bec2-4016-86b4-ada4b5a43583,Wikidata ID,Q76548254
822ae3a6-e56b-4111-9222-57b511079d97,Wikidata ID,Q77005755
822b2335-d6bc-4d67-935d-0b8686a64765,Wikidata ID,Q64161338
822be578-cb2f-4229-80f3-63967eb76192,Wikidata ID,Q64154618
822c6add-443e-4d92-9a42-d4e318768fb9,Old Accession Number,521
822c6add-443e-4d92-9a42-d4e318768fb9,Wikidata ID,Q20173125
822cfd7b-f83a-490c-a325-04d4d342e86b,Old Accession Number,I-8295
822cfd7b-f83a-490c-a325-04d4d342e86b,Wikidata ID,Q64608981
822d32f4-cac8-4da3-b184-08fc9a57ee1a,Old Accession Number,1976
822d32f4-cac8-4da3-b184-08fc9a57ee1a,Wikidata ID,Q20188447
822da89d-c946-463a-9980-4e18f9cf6cdc,Old Accession Number,B-32825
822da89d-c946-463a-9980-4e18f9cf6cdc,Wikidata ID,Q65579152
822da929-64c9-44c4-af3e-12929a77c98d,Wikidata ID,Q74896725
822fbc3a-f436-408b-b557-72795b4379e1,Old Accession Number,B-24093
822fbc3a-f436-408b-b557-72795b4379e1,Wikidata ID,Q65512210
822fdf37-e529-48f4-8d66-f7e842383adc,Wikidata ID,Q78176554
822ff5d9-a8e3-4096-979a-1ed12f0b0445,Wikidata ID,Q64630977
82301f66-6922-48d4-b1be-9d8c19d4203f,Old Accession Number,B-2607
82301f66-6922-48d4-b1be-9d8c19d4203f,Wikidata ID,Q64960246
82308905-07cc-4681-8575-ae5ca42c17e3,Old Accession Number,I-7016
82308905-07cc-4681-8575-ae5ca42c17e3,Wikidata ID,Q64580844
82308ee2-c74d-4a8c-883d-7a02fe48e5e0,Old Accession Number,I-11145
82308ee2-c74d-4a8c-883d-7a02fe48e5e0,Wikidata ID,Q64633243
823170a3-6ea2-4299-aed8-4654166e41ad,Wikidata ID,Q6170423
82338c40-ce51-45d9-9fb0-1898efc337c5,Wikidata ID,Q76557205
8233e306-3f54-4e60-a9cf-ca939424f578,Wikidata ID,Q76442831
82344321-a87a-4ea7-8d48-bd894ae0fb2a,Wikidata ID,Q11659558
823467c5-03a3-40bb-9a12-5d5fe0821309,ULAN ID,500001679
8234cc22-e012-40ce-9d1c-af90dde8f520,Wikidata ID,Q64159448
82359160-bb11-4295-84ce-f37d3c11a6e9,Old Accession Number,I-17579
82359160-bb11-4295-84ce-f37d3c11a6e9,Wikidata ID,Q64608521
8235b7aa-56c1-42dd-be28-36581926cdd0,Old Accession Number,B-31889
8235b7aa-56c1-42dd-be28-36581926cdd0,Wikidata ID,Q74037919
8235e5a2-faea-4c27-8f05-8d8e5c67f1fd,Old Accession Number,B-3625
8235e5a2-faea-4c27-8f05-8d8e5c67f1fd,Wikidata ID,Q64961446
823605fd-96b2-49f2-b09a-52d05eccf8fe,Old Accession Number,B-23962
823605fd-96b2-49f2-b09a-52d05eccf8fe,Wikidata ID,Q65511653
8236197a-9da1-4b3a-afbc-9fd01b9002cf,Wikidata ID,Q64162746
82362dd3-02c1-47cb-9555-3e3aacee60f6,Old Accession Number,I-13275
82362dd3-02c1-47cb-9555-3e3aacee60f6,Wikidata ID,Q64561337
82363192-efff-4335-9dec-41a996e1b53c,Old Accession Number,B-31729
82363192-efff-4335-9dec-41a996e1b53c,Wikidata ID,Q74037113
8236a904-fb5b-4184-9581-0e34ef5d45aa,Old Accession Number,1099
8236a904-fb5b-4184-9581-0e34ef5d45aa,Wikidata ID,Q3842403
8238cb92-d855-4d76-93dc-6a52fb4b9021,Old Accession Number,B-6596
8238cb92-d855-4d76-93dc-6a52fb4b9021,Wikidata ID,Q18338561
8239161d-01e9-4854-8767-2689ced3dcef,Wikidata ID,Q64073672
82399a1c-374a-41e1-8ff3-d064e8f119a6,Wikidata ID,Q76441465
823a1642-659e-4a42-bc85-0cd337f39dd8,Old Accession Number,I-8984
823a1642-659e-4a42-bc85-0cd337f39dd8,Wikidata ID,Q64635218
823a28fc-6a20-4448-aab2-f561cf481f79,Old Accession Number,I-16389
823a28fc-6a20-4448-aab2-f561cf481f79,Wikidata ID,Q64633832
823a4d52-af43-444a-81ce-34a0ab404329,Wikidata ID,Q64155954
823a6b3a-ddac-4c5b-b453-dab1215a2d5f,Wikidata ID,Q74063553
823aab46-f97c-40bb-a958-88326a64eeb0,Old Accession Number,I-8796
823aab46-f97c-40bb-a958-88326a64eeb0,Wikidata ID,Q64592908
823b0ed7-ff22-4cb6-ad9f-b78a0b09d717,Wikidata ID,Q76457521
823b388a-5154-4d98-ae3c-da5809402677,Old Accession Number,2582
823b388a-5154-4d98-ae3c-da5809402677,Wikidata ID,Q20186027
823b90e2-b4fb-4389-acdf-d484d06a2710,Old Accession Number,I-5348
823b90e2-b4fb-4389-acdf-d484d06a2710,Wikidata ID,Q64629295
823bd213-7f9f-4e40-b23a-6797695b49ec,Wikidata ID,Q64169823
823c597c-2322-49ce-988f-d89254949eae,Old Accession Number,I-1609
823c597c-2322-49ce-988f-d89254949eae,Wikidata ID,Q64541286
823c6109-5728-4f10-aba5-c7199c0fcfa6,Old Accession Number,B-20742
823c6109-5728-4f10-aba5-c7199c0fcfa6,Wikidata ID,Q65356613
823c66fc-804c-456d-af5a-38384ff32a24,Wikidata ID,Q64146926
823cf923-c1a7-42ea-8c11-6d0ea5a71baa,Wikidata ID,Q77016063
823d57ec-4aeb-4274-903c-14060d181f0c,Wikidata ID,Q74877013
823d5c0b-176c-4b10-bf89-870dbb7cd1e4,Old Accession Number,B-14879
823d5c0b-176c-4b10-bf89-870dbb7cd1e4,Wikidata ID,Q64607645
823dc7f9-f8f9-455b-b205-03213ee5ca08,Wikidata ID,Q64579488
823ed19c-55d8-478c-b31f-0e43159d7e51,Old Accession Number,B-16130
823ed19c-55d8-478c-b31f-0e43159d7e51,Wikidata ID,Q65072126
823edea9-22f0-40e8-9e07-aceb2d837e86,Wikidata ID,Q75443225
823f4c88-97c7-4f2b-84a9-a8817eb9c07b,Wikidata ID,Q64163131
823f88d9-f762-4ae6-b871-ae9c2ce96822,Old Accession Number,B-2013
823f88d9-f762-4ae6-b871-ae9c2ce96822,Wikidata ID,Q77260527
82404fb8-3513-46e5-94c1-87c94d55ccda,Wikidata ID,Q64533737
82408556-aeb7-44a1-a6b8-c3eb801dbd5b,Key Set Number,697
82408556-aeb7-44a1-a6b8-c3eb801dbd5b,Old Accession Number,D-463
82408556-aeb7-44a1-a6b8-c3eb801dbd5b,Stieglitz Estate Number,33C
82408556-aeb7-44a1-a6b8-c3eb801dbd5b,Wikidata ID,Q64034982
82413ffc-b789-4bc4-8625-8f5398e1d4ef,Wikidata ID,Q77005736
8241ac12-1549-41c9-a769-68eb483eddd6,Old Accession Number,B-13064
8241ac12-1549-41c9-a769-68eb483eddd6,Wikidata ID,Q64591947
8241cebf-b6f1-46ab-8e89-9bb2cba35592,Wikidata ID,Q76551258
8241f9d1-03ce-43ce-a4a6-0b6c8be60ff8,PIC ID,379052
8241f9d1-03ce-43ce-a4a6-0b6c8be60ff8,ULAN ID,500341334
8241f9d1-03ce-43ce-a4a6-0b6c8be60ff8,Wikidata ID,Q5556144
824228f1-feec-490e-8d7a-b1d1f76411c5,Old Accession Number,B-8427
824228f1-feec-490e-8d7a-b1d1f76411c5,Wikidata ID,Q65021557
8242c4b6-c13e-4b97-b1f6-024f63387039,Wikidata ID,Q76558417
8242c5ad-dbaf-475d-bda8-c0c43b921dec,Wikidata ID,Q76457281
8242da12-f24a-4753-816e-b59806b66946,Key Set Number,695
8242da12-f24a-4753-816e-b59806b66946,Old Accession Number,D-605
8242da12-f24a-4753-816e-b59806b66946,Stieglitz Estate Number,210D
8242da12-f24a-4753-816e-b59806b66946,Wikidata ID,Q64035277
8242e56c-35d7-4182-b736-34468e393d79,Old Accession Number,I-10299
8242e56c-35d7-4182-b736-34468e393d79,Wikidata ID,Q64594276
82444af2-b1fc-4397-a71a-bbe9f2fb136c,Wikidata ID,Q64157467
82446755-1da2-4c7a-8898-502fe4b2bfa6,Wikidata ID,Q76353849
82459250-9979-408b-ad20-8b8cb5ad2536,Old Accession Number,I-4441
82459250-9979-408b-ad20-8b8cb5ad2536,Wikidata ID,Q64632891
8245eb44-7116-4b5e-b596-5dc58287e19c,Wikidata ID,Q77260991
82465d52-50b7-4f47-96e4-3cb246705341,Old Accession Number,I-15737
82465d52-50b7-4f47-96e4-3cb246705341,Wikidata ID,Q64594171
8246710d-a4d1-401c-b7f9-386d231c6681,Key Set Number,1147
8246710d-a4d1-401c-b7f9-386d231c6681,Old Accession Number,D-658
8246710d-a4d1-401c-b7f9-386d231c6681,Stieglitz Estate Number,243D
8246710d-a4d1-401c-b7f9-386d231c6681,Wikidata ID,Q64035413
82470541-6567-4e8d-8ba2-590bc3801f7a,Wikidata ID,Q76348559
8247060a-80bf-4565-b6a3-e8d7495ea18a,Wikidata ID,Q64144407
8248ee98-9ec4-4691-bf65-8bf3fbb61dd0,Old Accession Number,B-32375
8248ee98-9ec4-4691-bf65-8bf3fbb61dd0,Wikidata ID,Q65570660
82496c99-8429-4079-b68a-edbf55b12797,Wikidata ID,Q75405335
824a8bed-0725-45de-9e0e-e6150a60dfe3,Wikidata ID,Q76439434
824ab152-ad98-4295-a794-24dce79f0043,Wikidata ID,Q75118250
824b103a-ec87-48ad-b5cf-c570c76adcb9,Old Accession Number,B-34093
824b103a-ec87-48ad-b5cf-c570c76adcb9,Wikidata ID,Q64582603
824b1834-eb9a-4fb4-b4c5-b94a00c9c41f,Wikidata ID,Q74875446
824e188b-c97c-4f17-8a06-2fc5a12b242f,Wikidata ID,Q76561146
824e560c-3921-4415-8dd8-c2e72559a9f2,Old Accession Number,2365
824e560c-3921-4415-8dd8-c2e72559a9f2,Wikidata ID,Q20196970
824ed373-fa91-4ba1-922d-9ed1be589cbc,Old Accession Number,I-9579
824ed373-fa91-4ba1-922d-9ed1be589cbc,Wikidata ID,Q64638456
824f22bf-cda1-4632-a7a1-faadb8ca502a,Old Accession Number,C-463
824f22bf-cda1-4632-a7a1-faadb8ca502a,Wikidata ID,Q62758595
824f5349-dc49-440b-8898-9f42a84f02f8,Old Accession Number,I-1604
824f5349-dc49-440b-8898-9f42a84f02f8,Wikidata ID,Q64575035
824fb6af-da06-4877-8a60-0871ae5a6eb9,Wikidata ID,Q76341269
82501d9e-ad64-4f19-8150-8215a576c840,Old Accession Number,B-11207
82501d9e-ad64-4f19-8150-8215a576c840,Wikidata ID,Q64538173
8250349c-7f1f-4b59-a48d-18a19003ac86,Old Accession Number,I-8726
8250349c-7f1f-4b59-a48d-18a19003ac86,Wikidata ID,Q64571554
82504e26-1e21-4483-918f-2b6a95e78dbc,Wikidata ID,Q64631822
8250c426-5ead-4bd7-942a-0c9ca6cf38c2,Wikidata ID,Q76341508
8250d4a8-feb2-492e-a80e-b631a25b7147,Wikidata ID,Q75430646
8250ee2c-aa88-4cca-af90-c92027c2156e,Wikidata ID,Q74039314
82511ed0-cf65-4484-85b6-7a9a443abe98,Old Accession Number,B-25309.J
82511ed0-cf65-4484-85b6-7a9a443abe98,Wikidata ID,Q65511508
82528e20-d3c5-4726-b34c-6c8be77cb350,Old Accession Number,B-18618
82528e20-d3c5-4726-b34c-6c8be77cb350,Wikidata ID,Q65362839
8254b786-714d-45fa-8c42-30eee74a5584,Wikidata ID,Q64165769
8255044e-c0d7-41d4-b411-c1a8722a3248,Old Accession Number,I-1444
8255044e-c0d7-41d4-b411-c1a8722a3248,Wikidata ID,Q64637380
82566ea7-81dd-42d5-b3f9-d50a9c949db6,Wikidata ID,Q64163411
82568756-14ab-4945-87cf-bf2abd038d48,Wikidata ID,Q76335742
8256d8cb-7bf5-4a5f-9733-a7d474910d63,Wikidata ID,Q74064050
82576c8f-f338-4e7e-9dc8-91cef5896cfc,Old Accession Number,B-4712
82576c8f-f338-4e7e-9dc8-91cef5896cfc,Wikidata ID,Q65018862
82582d8f-4c1e-4aa3-b4eb-edc233f6d78a,Wikidata ID,Q64154470
82584f70-24fd-429a-a0da-0279778582fe,Wikidata ID,Q74875972
82585782-847d-4c05-827c-9b7d19c18c12,ULAN ID,500034175
8258b564-edae-48ed-acd2-75e641e3c20a,Wikidata ID,Q64146502
82594d2b-cc8e-4ffb-bd6d-06cbcdd16578,Wikidata ID,Q26270095
82598ae2-34ca-422f-b18b-f0251353eeac,Old Accession Number,B-29667
82598ae2-34ca-422f-b18b-f0251353eeac,Wikidata ID,Q65509484
82598b39-b8d6-4325-a7ec-7e71a5c97f2f,Old Accession Number,I-9092
82598b39-b8d6-4325-a7ec-7e71a5c97f2f,Wikidata ID,Q64592859
8259e6d4-2a02-48a2-883d-3a69c1aee815,Wikidata ID,Q77008896
825a5647-011c-4722-8606-76f8026e73e8,Wikidata ID,Q76443235
825a63ec-0870-49dd-83a1-f779bd4be1ef,Old Accession Number,B-25011
825a63ec-0870-49dd-83a1-f779bd4be1ef,Wikidata ID,Q65508326
825a8ba8-4bb6-4dd2-a009-4a0efd2f2334,Old Accession Number,B-33398
825a8ba8-4bb6-4dd2-a009-4a0efd2f2334,Wikidata ID,Q65574942
825aab51-84cf-4c04-9df2-0988ca6a9455,Old Accession Number,I-14118
825aab51-84cf-4c04-9df2-0988ca6a9455,Wikidata ID,Q64592751
825abf74-fb52-42c7-9a8f-2ed6c521a4be,Old Accession Number,B-5428
825abf74-fb52-42c7-9a8f-2ed6c521a4be,Wikidata ID,Q64954746
825b3b1a-07c8-4a41-93bb-1220f16538e5,Wikidata ID,Q76560185
825b8f0c-2f92-4f17-a682-9b105e1d13dc,Old Accession Number,I-16102
825b8f0c-2f92-4f17-a682-9b105e1d13dc,Wikidata ID,Q64579305
825bc591-6bb0-490e-82b7-76feaeb73914,Old Accession Number,909
825bc591-6bb0-490e-82b7-76feaeb73914,Wikidata ID,Q20185966
825bd73e-ce1c-4388-b15c-a8d068081e8b,Wikidata ID,Q64161602
825c1514-ec98-4759-8172-292d827d20cf,Wikidata ID,Q76338916
825d117b-28f3-4508-ad0a-cff279ebbf5d,Wikidata ID,Q74897134
825d5b53-3b74-4e07-9e10-f34ab3625eb4,Old Accession Number,A-580
825d5b53-3b74-4e07-9e10-f34ab3625eb4,Wikidata ID,Q63814838
825dc83f-4d59-4f16-b2e6-0acaef8af319,Old Accession Number,I-3458
825dc83f-4d59-4f16-b2e6-0acaef8af319,Wikidata ID,Q64560578
825e3064-8fc7-4014-b0d9-a65c8cba1420,Old Accession Number,1065
