uuid,idschemelabel,identifier
817fa2b8-af89-4cec-97d5-2398a1e4173d,Wikidata ID,Q64593618
817fe0bd-95a2-4217-869d-0d03c8ff512c,Old Accession Number,B-6344
817fe0bd-95a2-4217-869d-0d03c8ff512c,Wikidata ID,Q64958322
81803a66-e306-4f04-a4f0-e026c637d3c2,Wikidata ID,Q64572508
8180936f-8abf-419f-b72d-079a483d711c,Wikidata ID,Q76554382
8180c555-f77a-48bf-8cc5-7b32b4f258aa,Wikidata ID,Q76443019
81812d5c-2274-4b72-b0ad-7b9b75b5bcce,Key Set Number,1387
81812d5c-2274-4b72-b0ad-7b9b75b5bcce,Old Accession Number,D-1249
81812d5c-2274-4b72-b0ad-7b9b75b5bcce,Stieglitz Estate Number,1C
81812d5c-2274-4b72-b0ad-7b9b75b5bcce,Wikidata ID,Q64036805
818149a6-ace7-4665-9dba-6147c5304f76,Wikidata ID,Q75442592
8181583f-4e42-4558-8455-5e4fde945df7,Wikidata ID,Q64596048
81816958-0498-414a-baef-b79768149342,Wikidata ID,Q76559605
81818e4c-6044-4ad0-9b58-653908247dc3,Wikidata ID,Q64146337
8181bcff-a4e5-4393-b5fc-08e84761fbb0,Old Accession Number,B-28691
8181bcff-a4e5-4393-b5fc-08e84761fbb0,Wikidata ID,Q65576077
8182926a-924e-44a4-b124-110324690548,Wikidata ID,Q76352752
8182d12d-203c-405b-83a6-3d9c2c73b0b3,Wikidata ID,Q76556185
81830ac9-fdc6-44c1-bda8-f981ff0f10e1,Old Accession Number,I-16447
81830ac9-fdc6-44c1-bda8-f981ff0f10e1,Wikidata ID,Q64592020
8183dfd6-574d-447b-97ac-5beb0d49d117,Wikidata ID,Q76440279
81842372-ae1e-4e14-ad95-b6e0a0171fe6,Wikidata ID,Q219484
8184c8e1-32c0-4711-af34-2163d6ef9d9a,Old Accession Number,B-15868
8184c8e1-32c0-4711-af34-2163d6ef9d9a,Wikidata ID,Q65076871
818502a3-386a-4db4-aa04-c9c704b97161,Wikidata ID,Q76343913
8186503d-425a-46db-a859-9112b03591db,Wikidata ID,Q74884527
81865575-17d2-4d0f-ab90-8f9e465353ef,Old Accession Number,A-1211
81865575-17d2-4d0f-ab90-8f9e465353ef,Wikidata ID,Q63851803
81870244-efa7-46c8-b66d-f0514f66e0ec,Old Accession Number,I-2890
81870244-efa7-46c8-b66d-f0514f66e0ec,Wikidata ID,Q64537467
81878581-7f4f-4470-bb6f-43611e3fe047,Old Accession Number,I-8794
81878581-7f4f-4470-bb6f-43611e3fe047,Wikidata ID,Q64607506
818850db-5fd5-4df1-8f09-f7dcbcf3e3cf,Old Accession Number,B-20630
818850db-5fd5-4df1-8f09-f7dcbcf3e3cf,Wikidata ID,Q65222753
81898c43-e5c2-441c-a9f0-c3d289384aae,Old Accession Number,B-152
81898c43-e5c2-441c-a9f0-c3d289384aae,Wikidata ID,Q64952847
818a2f63-1880-4163-9856-e21f6e2a7d74,Wikidata ID,Q76558621
818a7434-6b9a-405d-977b-64f05e0d8dd2,Old Accession Number,B-27313
818a7434-6b9a-405d-977b-64f05e0d8dd2,Wikidata ID,Q65571578
818ad4aa-569e-4bdb-bb4c-dbc1fc3a39b1,Old Accession Number,I-8514
818ad4aa-569e-4bdb-bb4c-dbc1fc3a39b1,Wikidata ID,Q64582753
818aed0c-79ed-40af-bc80-d98ba1d58a86,Old Accession Number,B-12350
818aed0c-79ed-40af-bc80-d98ba1d58a86,Wikidata ID,Q65086357
818b7b9d-0a2c-48d5-87c6-e7442e7c5453,Old Accession Number,B-28062
818b7b9d-0a2c-48d5-87c6-e7442e7c5453,Wikidata ID,Q64578997
818b85a7-2fcd-4a7d-b865-7fa8df3c9812,Wikidata ID,Q74062740
818c3cda-7424-4151-a99d-c101b559d26a,Old Accession Number,I-6694
818c3cda-7424-4151-a99d-c101b559d26a,Wikidata ID,Q64620177
818c3f23-6c9e-4bbd-ae1d-469043e67ed1,Old Accession Number,B-19513
818c3f23-6c9e-4bbd-ae1d-469043e67ed1,Wikidata ID,Q65358131
818c5fc9-814d-409b-8027-7e9a0cbf1d18,Wikidata ID,Q64145048
818ce490-4d14-4bfb-b3e4-453b3d6bec5e,Wikidata ID,Q76553535
818d4cab-36f7-4a82-8093-7e116a4e8987,Old Accession Number,I-1876
818d4cab-36f7-4a82-8093-7e116a4e8987,Wikidata ID,Q64558120
818e1672-ccb0-43e1-b018-e51e78af0175,Old Accession Number,A-685
818e1672-ccb0-43e1-b018-e51e78af0175,Wikidata ID,Q63814892
818ef53a-2e5e-4842-a6bd-bc0909f7bdab,Wikidata ID,Q20193705
818f352e-12a5-42ef-8307-db5188a0a914,Wikidata ID,Q77262874
818f499d-75c5-4e81-8526-aa756f28efd6,Wikidata ID,Q64627859
818f7708-349e-4e5d-b2e8-0c219d753315,Wikidata ID,Q64537246
8190142f-d962-46ec-98b8-fa62bf9f44e3,Wikidata ID,Q64073780
8190218e-ab80-401a-abc1-e7d70a56529d,Wikidata ID,Q64164779
81903537-fe45-4879-a5fc-6aa11cd7ca25,Old Accession Number,I-11366
81903537-fe45-4879-a5fc-6aa11cd7ca25,Wikidata ID,Q64557376
8190e43e-57ed-4647-a594-32e46e13211c,Wikidata ID,Q64583219
81913018-6acb-4b0b-abb1-150480563ae5,Wikidata ID,Q64171386
8191b8f0-2068-47d1-8f56-9fb5e40d16df,Wikidata ID,Q77014983
8191c319-f51b-4cfe-9f09-f9d815b1c033,Wikidata ID,Q64627458
8192b9fb-ce9c-4a49-8bb7-8a1125920096,Old Accession Number,B-2692
8192b9fb-ce9c-4a49-8bb7-8a1125920096,Wikidata ID,Q64958385
819329fb-5457-423a-8a29-007b594d6d8d,Wikidata ID,Q76355392
81947128-6855-4b2e-aad8-422573771e83,Wikidata ID,Q63861110
81952152-5c14-46cd-a984-b0d4e05a23f3,Wikidata ID,Q75122190
8195438d-42fc-4ada-b0dc-7d9335cb4dc5,ULAN ID,500028785
8195438d-42fc-4ada-b0dc-7d9335cb4dc5,Wikidata ID,Q15488794
81969f4a-6753-468e-bddb-2c80c88fccbe,Old Accession Number,B-22959
81969f4a-6753-468e-bddb-2c80c88fccbe,Wikidata ID,Q65508359
81973540-7b6e-48b3-b029-5cc1a3ac5003,Wikidata ID,Q76438821
8197a8e2-d548-4f9a-a187-1b5fa8f300bf,Wikidata ID,Q64580396
8197ce9a-a1e8-4bd4-96e6-56cbf545d8a9,Wikidata ID,Q18338546
81985c67-3d09-409f-a53d-0b094f67fb44,ULAN ID,500043019
819952ea-3361-4d3f-a2d3-a362c3e4eb65,Wikidata ID,Q64579443
81996852-a9f7-4ab2-9fc3-f1b42f4ed922,Wikidata ID,Q64144833
819b4ca0-c7f0-4b56-ade3-c50572ae2f0b,Wikidata ID,Q20192812
819c4eb8-3b43-4593-a7f1-1fc9c8db1077,Wikidata ID,Q77009371
819cf5a4-089d-4877-a22b-a71932685f7d,Old Accession Number,B-24711
819cf5a4-089d-4877-a22b-a71932685f7d,Wikidata ID,Q65511283
819e9b8f-0e58-4069-a576-2904b4b814ca,Wikidata ID,Q3339947
819ea4a2-1b20-4a8f-966e-531ffd9b21c1,Wikidata ID,Q76343998
819eaff5-053d-4472-96e0-0f8e33f4e436,Wikidata ID,Q76338596
819ef379-c7d0-4f18-801c-7e6fb60f9868,Wikidata ID,Q77258657
819efc04-11eb-4846-b052-d94d87a878aa,Wikidata ID,Q76556398
819f0a4c-06a9-4c19-9a07-53bec557bd76,Wikidata ID,Q74070028
819fab44-9105-4844-acfc-6d8c357bb044,Old Accession Number,I-5610
819fab44-9105-4844-acfc-6d8c357bb044,Wikidata ID,Q64573072
81a02e03-fb96-456f-a58e-03ff85727373,Old Accession Number,I-5091
81a02e03-fb96-456f-a58e-03ff85727373,Wikidata ID,Q64575043
81a0d6c6-9576-442d-a475-93f06bb69292,Wikidata ID,Q76347637
81a1c7e2-2ae4-4da1-8245-d2bed3cfb311,Old Accession Number,I-1140
81a1c7e2-2ae4-4da1-8245-d2bed3cfb311,Wikidata ID,Q64573382
81a20658-ea26-4ba9-aa77-c4ea42d51a36,Wikidata ID,Q76341796
81a22234-c14b-4f44-a006-c04376fab6d5,Wikidata ID,Q76561333
81a28cf8-8f3e-48c8-8bdf-0666e1b74035,ULAN ID,500116652
81a28cf8-8f3e-48c8-8bdf-0666e1b74035,Wikidata ID,Q4739401
81a2e11c-0bc2-4a09-a191-ead5b1eebe8c,Old Accession Number,B-29959
81a2e11c-0bc2-4a09-a191-ead5b1eebe8c,Wikidata ID,Q65509598
81a2e873-483d-4c17-bae6-67cc8743ebcf,Old Accession Number,B-10736
81a2e873-483d-4c17-bae6-67cc8743ebcf,Wikidata ID,Q65022091
81a36dc8-9996-4a7c-b455-b9f1f35823c6,Wikidata ID,Q64165110
81a52e06-dfdc-49b5-9a0e-72d48bbd3675,Wikidata ID,Q64161561
81a57cc9-4d37-420c-8dee-9d3f026d2365,ULAN ID,500174711
81a57cc9-4d37-420c-8dee-9d3f026d2365,Wikidata ID,Q5303677
81a57db5-ed6e-448d-b1cc-1e62a7d583e4,Wikidata ID,Q651013
81a5b282-4118-49b0-8be4-94159660354d,Old Accession Number,I-11109
81a5b282-4118-49b0-8be4-94159660354d,Wikidata ID,Q64533083
81a6785f-040a-482c-a10b-be4327368a23,Wikidata ID,Q64632961
81a67a7c-1197-486b-a1b9-64e8f07b629e,Old Accession Number,B-23295
81a67a7c-1197-486b-a1b9-64e8f07b629e,Wikidata ID,Q65508393
81a72c02-3422-4a16-8c8a-5afce3f0e7e3,Wikidata ID,Q75404313
81a78363-62dc-4bfa-8661-464fe5e27a58,Wikidata ID,Q64628725
81a790d5-1bde-4f0a-b2c1-3aaf40d69260,Old Accession Number,B-13522
81a790d5-1bde-4f0a-b2c1-3aaf40d69260,Wikidata ID,Q64608094
81a79cee-0131-4cf7-9e78-b972006d579c,Old Accession Number,875
81a79cee-0131-4cf7-9e78-b972006d579c,Wikidata ID,Q19904759
81a7c040-bca5-48d9-a341-bab17d44403a,Wikidata ID,Q64590841
81a8081f-ae3b-4bce-82e2-840263642f8d,Wikidata ID,Q64596319
81a86274-02cc-4bce-8824-a7857d1633b8,Wikidata ID,Q64581620
81a8851e-5add-4cbb-9066-5dc1f1de2e9d,Wikidata ID,Q64162802
81a8d038-f365-4965-8054-bcaf60fc06e6,Old Accession Number,I-17211
81a8d038-f365-4965-8054-bcaf60fc06e6,Wikidata ID,Q64535271
81a8de2b-1069-402f-9fbd-c0a6ff0f1722,Wikidata ID,Q74886651
81a91bd4-1b95-4ec8-a5e9-6a58c2aec797,Wikidata ID,Q64163935
81a95783-3e31-4b7d-bd3b-d503214c8ab3,Old Accession Number,I-8371
81a95783-3e31-4b7d-bd3b-d503214c8ab3,Wikidata ID,Q64539695
81a9dc30-c62d-4e56-912c-5c47673d2a26,Old Accession Number,I-11200
81a9dc30-c62d-4e56-912c-5c47673d2a26,Wikidata ID,Q64591304
81aa4406-5a2d-4d96-8e85-88e34f85c9e4,Wikidata ID,Q64534423
81aa6fb5-d309-4b80-89db-305e6ba3215f,Old Accession Number,B-8273
81aa6fb5-d309-4b80-89db-305e6ba3215f,Wikidata ID,Q65214648
81aaaa86-c33b-45c8-bb95-903222794a43,Wikidata ID,Q64163918
81aaf680-511f-4742-af13-fa8e93f1652b,Old Accession Number,B-15122
81aaf680-511f-4742-af13-fa8e93f1652b,Wikidata ID,Q65081934
81ab5a6c-227e-4437-9a8f-ebc9ed1aad12,Wikidata ID,Q75421195
81ac3b1e-3dac-4920-b7df-9ce806c99636,Wikidata ID,Q76551281
81ac67ff-17c4-4bad-b5fd-a2b8f1c7b3dc,Old Accession Number,I-15171
81ac67ff-17c4-4bad-b5fd-a2b8f1c7b3dc,Wikidata ID,Q64595225
81ac6844-5af6-4d42-b8c8-7d66210dea48,ULAN ID,500115652
81ac6844-5af6-4d42-b8c8-7d66210dea48,Wikidata ID,Q546528
81ac7469-ff03-4f92-89c9-bc9502d21117,Old Accession Number,B-28482
81ac7469-ff03-4f92-89c9-bc9502d21117,Wikidata ID,Q65566917
81aca630-1d30-4516-bb16-3d0d9f31983f,Wikidata ID,Q77006325
81accb2a-ae2e-42b1-aee5-61a5a40a368b,Wikidata ID,Q76560408
81acf74e-4125-4fe2-a545-eaf846ecc8f5,Old Accession Number,B-9246
81acf74e-4125-4fe2-a545-eaf846ecc8f5,Wikidata ID,Q65022584
81ad1876-a398-4847-ab52-230a3212fd5a,Wikidata ID,Q46633284
81ad5ac8-efeb-444f-bc4f-3149b4fc9bc3,Old Accession Number,B-14592
81ad5ac8-efeb-444f-bc4f-3149b4fc9bc3,Wikidata ID,Q65068548
81ad9440-ad9d-478a-a8a5-7e383c0536aa,Wikidata ID,Q77005101
81ad9541-03d8-46ad-9b54-7a388c020e48,Wikidata ID,Q64569784
81ae01c8-7cf6-4d97-a163-3cac3475df3f,Old Accession Number,B-18945
81ae01c8-7cf6-4d97-a163-3cac3475df3f,Wikidata ID,Q65367207
81ae01cd-a09b-451e-bee1-2ede405839dd,Old Accession Number,I-9823
81ae01cd-a09b-451e-bee1-2ede405839dd,Wikidata ID,Q64591170
81aee16a-26fe-40a4-a35f-06ee38d84b50,Wikidata ID,Q76440364
81af5d4b-a801-4213-a9d6-a4c9540f4735,Wikidata ID,Q77008969
81af703f-9bb8-4adb-b5f0-0fcef9192195,Wikidata ID,Q76558295
81afd339-6d51-4659-b6e2-8ac1cd61ef33,Wikidata ID,Q77011756
81afde00-ac9b-4311-a783-272e05af6d83,Wikidata ID,Q64161866
81b010bb-af19-4069-ae43-621c3dcdcb41,Old Accession Number,B-14808
81b010bb-af19-4069-ae43-621c3dcdcb41,Wikidata ID,Q65069425
81b0190a-845e-4faf-a835-c51539ca8beb,ULAN ID,500129340
81b0190a-845e-4faf-a835-c51539ca8beb,Wikidata ID,Q96527
81b0dc6d-9611-4cb3-b265-1ad55a66985f,Wikidata ID,Q76456001
81b1d11e-b08e-49bd-b198-54455f3e9bd4,Wikidata ID,Q64164171
81b29e6f-80db-4206-a6f3-bd17727cbebb,Old Accession Number,I-15240
81b29e6f-80db-4206-a6f3-bd17727cbebb,Wikidata ID,Q64628561
81b365fd-a3ce-40c2-88d1-6acc0dc949fb,Old Accession Number,I-17879
81b365fd-a3ce-40c2-88d1-6acc0dc949fb,Wikidata ID,Q64573573
81b36e2c-5c80-40c8-a5c0-6fa374977967,Old Accession Number,I-6748
81b36e2c-5c80-40c8-a5c0-6fa374977967,Wikidata ID,Q64571121
81b40b29-5d5d-41ee-9e34-3117e6a55b74,Wikidata ID,Q77007875
81b47211-a82e-43d8-93ff-f09c66f3c44a,Wikidata ID,Q64170114
81b53341-8de0-4fa7-a11e-7e367afeff68,Old Accession Number,I-1541
81b53341-8de0-4fa7-a11e-7e367afeff68,Wikidata ID,Q64537454
81b5d592-0f95-49bd-9708-67dd3fa6bfb8,Key Set Number,646
81b5d592-0f95-49bd-9708-67dd3fa6bfb8,Old Accession Number,D-427
81b5d592-0f95-49bd-9708-67dd3fa6bfb8,Stieglitz Estate Number,29E
81b5d592-0f95-49bd-9708-67dd3fa6bfb8,Wikidata ID,Q64034941
81b5f7e1-aae8-4d41-aa7a-170464d9b19e,Old Accession Number,A-768
81b5f7e1-aae8-4d41-aa7a-170464d9b19e,Wikidata ID,Q63847371
81b5fba2-98f8-498a-b4cb-8e7de6a1d5e9,Old Accession Number,B-25475
81b5fba2-98f8-498a-b4cb-8e7de6a1d5e9,Wikidata ID,Q64540354
81b60388-5f01-4485-b0de-f4478f3283e4,ULAN ID,500336663
81b60388-5f01-4485-b0de-f4478f3283e4,Wikidata ID,Q21704667
81b632c1-04d8-40f0-91ca-c5bed5536fb6,Old Accession Number,B-10169
81b632c1-04d8-40f0-91ca-c5bed5536fb6,Wikidata ID,Q65020502
81b734b5-3ac5-4e2f-8b5d-0d3f6807189a,Old Accession Number,B-14685
81b734b5-3ac5-4e2f-8b5d-0d3f6807189a,Wikidata ID,Q65068925
81b7be76-906f-4705-ba55-1073dca8c537,Old Accession Number,A-369
81b7be76-906f-4705-ba55-1073dca8c537,Wikidata ID,Q63814760
81b91ef0-c5c2-47d7-9fc4-1c384dd675bb,Old Accession Number,B-20180
81b91ef0-c5c2-47d7-9fc4-1c384dd675bb,Wikidata ID,Q65214416
81b9a0e3-2f2f-4bb7-9179-912d53521447,Wikidata ID,Q64631367
81b9b450-eb2e-4ca4-a310-ce22f91ea72e,Old Accession Number,B-11337
81b9b450-eb2e-4ca4-a310-ce22f91ea72e,Wikidata ID,Q65025839
81ba3788-56f4-4649-af56-44e7c201dfb1,Wikidata ID,Q64596222
81ba3c20-2a71-4263-80f1-0ab32096c221,Old Accession Number,B-11708
81ba3c20-2a71-4263-80f1-0ab32096c221,Wikidata ID,Q65026190
81babca2-57ee-4b0c-ae2d-b9e3a9a422b4,Wikidata ID,Q64161278
81bac32a-ccea-4e0a-b7b6-a2a2868c5161,Old Accession Number,I-3606
81bac32a-ccea-4e0a-b7b6-a2a2868c5161,Wikidata ID,Q64594399
81bb73c4-ecaa-49e0-81d4-725a37da0d0e,Old Accession Number,C-385
81bb73c4-ecaa-49e0-81d4-725a37da0d0e,Wikidata ID,Q62268532
81bb751e-80f0-4802-a7ae-ff5757b1d4fa,Wikidata ID,Q64144958
81bbd4c8-ce4b-4ff2-879c-df255f269fb8,Old Accession Number,370
81bbd4c8-ce4b-4ff2-879c-df255f269fb8,Wikidata ID,Q20174456
81bc3908-2f91-49d5-8cfb-37c1a52db258,Wikidata ID,Q77258568
81bc6565-fb45-40a9-81ee-188314abc74b,Old Accession Number,B-18995
81bc6565-fb45-40a9-81ee-188314abc74b,Wikidata ID,Q65220204
81bdded9-9958-4411-93a9-2d61ef290ac5,Old Accession Number,B-7235
81bdea9b-8838-4696-8cf1-8a27c50d7ebd,Wikidata ID,Q64580128
81be3ac7-f9a0-46d8-81cc-36e13d169596,Wikidata ID,Q64583812
81be7673-808b-4551-a8f4-bbdd14aafeac,Old Accession Number,I-16891
81be7673-808b-4551-a8f4-bbdd14aafeac,Wikidata ID,Q64629061
81bea76d-b55c-4973-a945-ea1e02af21c1,ULAN ID,500104677
81bea76d-b55c-4973-a945-ea1e02af21c1,Wikidata ID,Q5650790
81bf072e-8070-4f67-b733-d0c411fe44f8,Wikidata ID,Q76342759
81bf5e81-4070-4ff2-8289-763046fe16d6,Wikidata ID,Q76557222
81bfb3c6-9bad-46b4-a7aa-87cf2f2c3d29,Old Accession Number,A-1445
81bfb3c6-9bad-46b4-a7aa-87cf2f2c3d29,Wikidata ID,Q63854616
81c13956-7d11-4fe0-8fc2-f3aa16e82a8f,Wikidata ID,Q77010307
81c19c77-c39e-40fb-8e09-af3522b26632,Old Accession Number,B-22528
81c19c77-c39e-40fb-8e09-af3522b26632,Wikidata ID,Q65510409
81c1c4f4-b3c2-4dd3-a1fa-ab3a36f26ac3,Old Accession Number,B-33761
81c1c4f4-b3c2-4dd3-a1fa-ab3a36f26ac3,Wikidata ID,Q74038912
81c1fe46-525a-47da-86cc-6c4f36c171c3,Old Accession Number,I-17357
81c1fe46-525a-47da-86cc-6c4f36c171c3,Wikidata ID,Q64617905
81c211ef-2b67-46db-86f6-0de8655b9fc9,Wikidata ID,Q76338516
81c24ab1-eae3-4648-8b98-07242d7a19e3,Wikidata ID,Q64165596
81c35c9a-f5d7-4410-ac8a-77f2c23dbca0,Wikidata ID,Q64618515
81c4ba24-6ce0-415c-b74d-f268ce9566ba,Wikidata ID,Q76355748
81c57520-a961-4f63-b740-54fe1f8df7c7,Wikidata ID,Q75124224
81c5c363-a666-495a-8d16-82d23f978397,Wikidata ID,Q77011320
81c858ea-543f-4d07-b5e4-a537b73062a3,Old Accession Number,B-11880
81c858ea-543f-4d07-b5e4-a537b73062a3,Wikidata ID,Q65084695
81c8979e-04f7-4527-98e6-132ab5506d4f,Wikidata ID,Q2943690
81c9914e-d4b2-43e2-944e-3ebfb8ec53e1,Wikidata ID,Q64580973
81ca063e-c7cb-43e8-acbb-d7085f6e8321,Wikidata ID,Q64574990
81ca295c-a0a6-4902-9632-f3c07034a3ef,Wikidata ID,Q76440248
81ca9c51-a321-4478-b653-45b4f95f93de,Old Accession Number,A-814
81ca9c51-a321-4478-b653-45b4f95f93de,Wikidata ID,Q63847601
81cbb5e1-2e49-41c2-8bd9-3cb4279e9c5e,Old Accession Number,B-28023
81cbb5e1-2e49-41c2-8bd9-3cb4279e9c5e,Wikidata ID,Q65567033
81cc3171-a0d2-40d5-ad36-6137a1a12fef,Wikidata ID,Q76440686
81cc5cab-8380-4611-92f5-7bfb43bee23a,Wikidata ID,Q76456583
81cc6606-e5b8-42a4-a5e5-555686acc654,Old Accession Number,B-2519
81cc6606-e5b8-42a4-a5e5-555686acc654,Wikidata ID,Q65020308
81ccb497-6828-456e-9dee-62a30294c6ed,Old Accession Number,B-3624
81ccb497-6828-456e-9dee-62a30294c6ed,Wikidata ID,Q64961445
81cd338a-3397-45c2-bb8f-aa1c18143d9c,Old Accession Number,B-12355
81cd338a-3397-45c2-bb8f-aa1c18143d9c,Wikidata ID,Q65086366
81cf2011-c7a1-47e4-8d12-ce0886094dfb,Old Accession Number,B-14324
81cf2011-c7a1-47e4-8d12-ce0886094dfb,Wikidata ID,Q65067517
81cf7824-862c-4424-b05f-c2619b31c261,Wikidata ID,Q76351708
81cfe799-67c0-4775-b781-47cc10b6323e,Old Accession Number,B-13357
81cfe799-67c0-4775-b781-47cc10b6323e,Wikidata ID,Q65071905
81d07824-5f7a-400d-a102-04de2cb1d6c9,Old Accession Number,I-1849
81d07824-5f7a-400d-a102-04de2cb1d6c9,Wikidata ID,Q64540374
81d0bb47-445a-4ae7-909c-c98ac19181a6,Old Accession Number,I-9044
81d0bb47-445a-4ae7-909c-c98ac19181a6,Wikidata ID,Q64582802
81d23ad1-8d8a-4035-9e29-9d353141a94f,Old Accession Number,A-1408
81d23ad1-8d8a-4035-9e29-9d353141a94f,Wikidata ID,Q63854790
81d25667-db32-4935-bacb-cea0278dc381,Old Accession Number,I-3768
81d25667-db32-4935-bacb-cea0278dc381,Wikidata ID,Q64533884
81d28e47-7fdc-4a94-958f-03762425b0ee,Wikidata ID,Q76555485
81d2dbb3-118e-46ff-90b0-1aa3d1cd52e4,ULAN ID,500106971
81d2dbb3-118e-46ff-90b0-1aa3d1cd52e4,Wikidata ID,Q34329933
81d2e6c7-8034-4001-99d8-0c92a600e341,Wikidata ID,Q64590968
81d2fe27-e678-452d-bb1a-06fa1c986364,Old Accession Number,B-20123
81d2fe27-e678-452d-bb1a-06fa1c986364,Wikidata ID,Q65214274
81d31cff-c2ed-4c91-999a-2200524c0898,Old Accession Number,B-11327
81d31cff-c2ed-4c91-999a-2200524c0898,Wikidata ID,Q65025829
81d3bd4d-0d93-4f37-87d4-4c9b257ff044,Wikidata ID,Q64158165
81d3bf2d-4f1c-4a2e-ba06-d13824146724,Wikidata ID,Q64609273
81d401de-3f00-4cdb-8610-7d7f1d90c613,Old Accession Number,B-17671
81d401de-3f00-4cdb-8610-7d7f1d90c613,Wikidata ID,Q65356363
81d40dd9-6dda-4b68-88aa-fde37710ff18,Wikidata ID,Q75433755
81d42216-9b2e-41d7-b839-1a3cab09d422,Wikidata ID,Q64158728
81d5e773-0416-49be-bf63-6a19b73bb36d,Wikidata ID,Q76355036
81d6831f-c9fd-417c-bd94-41e319811329,Old Accession Number,B-5698
81d6831f-c9fd-417c-bd94-41e319811329,Wikidata ID,Q64955370
81d70d1a-92f4-4b80-8983-a9725973935c,Wikidata ID,Q64155894
81d70d36-9979-4a4b-b9b2-3d5a2f85a93c,Old Accession Number,I-13683
81d70d36-9979-4a4b-b9b2-3d5a2f85a93c,Wikidata ID,Q64571626
81d7e84e-75d0-40b4-8d7a-f301f16d3fd1,Wikidata ID,Q64534124
81d820ab-bf1c-4a3f-b613-2ce4e0bad15e,Wikidata ID,Q76346377
81d82ee5-5757-4ebc-81cf-1417f85486a9,Old Accession Number,B-1386
81d82ee5-5757-4ebc-81cf-1417f85486a9,Wikidata ID,Q64954441
81d85d28-cfc8-4774-a2ca-84a31d20ed6c,Wikidata ID,Q76443027
81d88a55-cfea-41f8-9a17-e618079dec8d,Wikidata ID,Q64570869
81dbf010-7d30-4dc7-8873-9ddc78052500,Old Accession Number,I-15512
81dbf010-7d30-4dc7-8873-9ddc78052500,Wikidata ID,Q64539709
81dc6839-0162-4231-95d9-aa48cf0b323c,Old Accession Number,I-10566
81dc6839-0162-4231-95d9-aa48cf0b323c,Wikidata ID,Q64633445
81dd5e2f-f031-4005-bad3-42f29bef04c0,Old Accession Number,B-9954
81dd5e2f-f031-4005-bad3-42f29bef04c0,Wikidata ID,Q65025747
81dd603d-da33-49cd-b511-6a6e89e246cb,Wikidata ID,Q77005686
81de3926-9d74-4c3d-81ea-c55ecff327c3,ULAN ID,500029349
81de3926-9d74-4c3d-81ea-c55ecff327c3,Wikidata ID,Q2846359
81de84a8-85dd-4a80-97a1-f9f35f557776,Wikidata ID,Q112829322
81df7fb4-a6a5-451f-9d3c-1e62529777da,Wikidata ID,Q64570060
81df9bde-e5b7-40de-bfcc-a82fb1af29ff,Wikidata ID,Q63860915
81e08e21-89f0-4560-b97f-86b23192a060,Wikidata ID,Q64161224
81e26b86-bfb5-4890-8927-9935e421b9d5,Old Accession Number,B-22907
81e26b86-bfb5-4890-8927-9935e421b9d5,Wikidata ID,Q65507052
81e34baf-a469-4681-bc51-a78036275407,Wikidata ID,Q64154874
81e362fd-751b-405b-9f85-522df32f4e3c,Wikidata ID,Q64536271
81e3b622-39de-4990-ba5b-bbbe488ebd8d,Wikidata ID,Q75401052
81e3b8b5-75a3-4364-bf0c-e343bb5c2e48,ULAN ID,500027937
81e3b8b5-75a3-4364-bf0c-e343bb5c2e48,Wikidata ID,Q1063339
81e3d139-76b5-4bf6-a491-10d2c8d33f4a,Wikidata ID,Q76456396
81e4471f-5e40-4c35-b4d4-c4885b2c8d96,Old Accession Number,B-7116
81e4471f-5e40-4c35-b4d4-c4885b2c8d96,Wikidata ID,Q64581478
81e45bb4-a876-44f3-a05c-0dfbda4b4512,Wikidata ID,Q76557902
81e59cd9-116c-4c5c-800f-45a6458090c1,Old Accession Number,B-11539
81e59cd9-116c-4c5c-800f-45a6458090c1,Wikidata ID,Q65026017
81e6779f-bb87-44f3-b6d0-42706c1b7af1,Old Accession Number,B-32811
81e6779f-bb87-44f3-b6d0-42706c1b7af1,Wikidata ID,Q65569060
81e68304-fd63-48d0-a21f-144be83ad696,Wikidata ID,Q64582944
81e6ac20-c268-477d-b7bf-c22efb3e97fa,Old Accession Number,B-25438
81e6ac20-c268-477d-b7bf-c22efb3e97fa,Wikidata ID,Q65511727
81e6ed51-40d1-4b53-bcb2-b82a77ff03c3,Wikidata ID,Q64169931
81e76d0f-f12d-471d-93d3-81ded5aece56,Wikidata ID,Q76345046
81e8645c-4357-4f55-9c9a-5eebac922da2,Old Accession Number,B-9604
81e8645c-4357-4f55-9c9a-5eebac922da2,Wikidata ID,Q65024825
81e8db39-f6ec-41fb-9ab0-d6d348dd883e,Wikidata ID,Q64147663
81e93b60-2223-441f-9861-8ccc9cb9e779,Old Accession Number,B-7666
81e93b60-2223-441f-9861-8ccc9cb9e779,Wikidata ID,Q65022330
81ea4aae-07a6-48cc-91ff-5380c163048f,Old Accession Number,1979
81ea4aae-07a6-48cc-91ff-5380c163048f,Wikidata ID,Q20188258
81eb3c0a-d023-4eed-97aa-08f303c3aad8,Old Accession Number,I-12324
81eb3c0a-d023-4eed-97aa-08f303c3aad8,Wikidata ID,Q64533820
81ebbff6-4d80-440e-9896-a28822a7126b,Wikidata ID,Q64629977
81ebd234-841b-4479-930b-93f8cfaf7248,Wikidata ID,Q76456246
