constituentid,text,texttype,year
6049,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 87.",bibliography,2000
5775,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 265-266.",bibliography,2000
5550,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 230.",bibliography,2000
1334,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 252-253.",bibliography,2000
1330,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 234-236.",bibliography,2000
1209,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 117-119.",bibliography,2000
9764,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 434-435.",bibliography,2000
6718,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 92-93.",bibliography,2000
3284,"Eitner, Lorenz. _French Paintings of the Nineteenth Century, Part I: Before Impressionism_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 351-352.",bibliography,2000
6761,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 3-4.",bibliography,2000
542,"Butler, Ruth, and Suzanne Glover Lindsay, with Alison Luchs, Douglas Lewis, Cynthia J. Mills, and Jeffrey Weidman. _European Sculpture of the Nineteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2000: 409-431",bibliography,2000
654,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 13.",bibliography,1992
750,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 14.",bibliography,1992
850,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 18.",bibliography,1992
292,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: introduction, xi-xii",bibliography,1992
348,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 79-81.",bibliography,1992
365,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 6-7.",bibliography,1992
53,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 1.",bibliography,1992
61,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 3-4.",bibliography,1992
980,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 24-25.",bibliography,1992
1030,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 32.",bibliography,1992
1021,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 27-28.",bibliography,1992
1023,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 31-32.",bibliography,1992
977,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 20-22.",bibliography,1992
1160,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 77-79.",bibliography,1992
1134,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 68.",bibliography,1992
1150,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 70.",bibliography,1992
1118,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 43.",bibliography,1992
1121,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 59.",bibliography,1992
1122,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 63.",bibliography,1992
1036,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 35.",bibliography,1992
1055,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 38.",bibliography,1992
1074,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 41.",bibliography,1992
6720,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 74-75.",bibliography,1992
6682,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 206-207.",bibliography,1992
6689,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 100.",bibliography,1992
6690,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 334-335.",bibliography,1992
6691,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 334-335.",bibliography,1992
9317,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 565, 567.",bibliography,1992
6867,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 308-309.",bibliography,1992
6897,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 319.",bibliography,1992
6889,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 81-83.",bibliography,1992
6894,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 140.",bibliography,1992
1295,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 109.",bibliography,1992
1255,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 95-96.",bibliography,1992
1262,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 103-104.",bibliography,1992
1299,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 111-112.",bibliography,1992
1350,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 150.",bibliography,1992
1366,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 160-162.",bibliography,1992
1367,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 162-163.",bibliography,1992
1378,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 173-175.",bibliography,1992
1380,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 175-177.",bibliography,1992
1396,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 182-183.",bibliography,1992
1392,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 180-182.",bibliography,1992
1407,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992:",bibliography,1992
1399,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 201.",bibliography,1992
1511,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 251-252.",bibliography,1992
1781,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 271-272.",bibliography,1992
1770,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 265-266.",bibliography,1992
1773,"Chotner, Deborah, with contributions by Julie Aronson, Sarah D. Cash, and Laurie Weitzenkorn. _American Naive Paintings_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1992: 107.",bibliography,1992
