objectid,element,dimensiontype,dimension,unitname
155292,image,height,20.2000000000,centimeters
155292,image,width,15.8000000000,centimeters
155293,image,height,19.8000000000,centimeters
155293,image,width,15.8000000000,centimeters
155294,image,height,19.9000000000,centimeters
155294,image,width,15.9000000000,centimeters
155295,image,height,19.5000000000,centimeters
155295,image,width,15.4000000000,centimeters
155296,image,height,19.5000000000,centimeters
155296,image,width,15.4000000000,centimeters
155297,image,height,19.7000000000,centimeters
155297,image,width,14.6000000000,centimeters
155298,image,height,19.7000000000,centimeters
155298,image,width,14.6000000000,centimeters
155299,image,height,19.4000000000,centimeters
155299,image,width,15.1000000000,centimeters
155300,image,height,19.5000000000,centimeters
155300,image,width,15.2000000000,centimeters
155301,image,height,19.7000000000,centimeters
155301,image,width,15.3000000000,centimeters
155302,image,height,19.7000000000,centimeters
155302,image,width,15.3000000000,centimeters
155303,image,height,19.7000000000,centimeters
155303,image,width,15.5000000000,centimeters
155304,image,height,19.8000000000,centimeters
155304,image,width,15.6000000000,centimeters
155305,image,height,19.5000000000,centimeters
155305,image,width,15.3000000000,centimeters
155306,image,height,19.7000000000,centimeters
155306,image,width,15.4000000000,centimeters
155307,image,height,19.7000000000,centimeters
155307,image,width,15.7000000000,centimeters
155308,image,height,19.7000000000,centimeters
155308,image,width,15.7000000000,centimeters
155309,image,height,20.0000000000,centimeters
155309,image,width,15.5000000000,centimeters
155310,image,height,20.0000000000,centimeters
155310,image,width,15.5000000000,centimeters
155311,image,height,20.1000000000,centimeters
155311,image,width,15.5000000000,centimeters
155312,image,height,20.1000000000,centimeters
155312,image,width,15.5000000000,centimeters
155313,image,height,19.5000000000,centimeters
155313,image,width,15.5000000000,centimeters
155314,image,height,19.7000000000,centimeters
155314,image,width,15.5000000000,centimeters
155315,image,height,19.8000000000,centimeters
155315,image,width,15.7000000000,centimeters
155316,image,height,19.6000000000,centimeters
155316,image,width,15.4000000000,centimeters
155317,image,height,19.7000000000,centimeters
155317,image,width,15.4000000000,centimeters
155318,image,height,20.1000000000,centimeters
155318,image,width,15.5000000000,centimeters
155319,image,height,20.0000000000,centimeters
155319,image,width,15.8000000000,centimeters
155320,image,height,20.0000000000,centimeters
155320,image,width,15.7000000000,centimeters
155321,image,height,19.9000000000,centimeters
155321,image,width,15.5000000000,centimeters
155322,image,height,19.9000000000,centimeters
155322,image,width,15.4000000000,centimeters
155323,image,height,19.7000000000,centimeters
155323,image,width,15.9000000000,centimeters
155324,image,height,19.8000000000,centimeters
155324,image,width,15.8000000000,centimeters
155325,image,height,19.8000000000,centimeters
155325,image,width,15.6000000000,centimeters
155326,image,height,20.0000000000,centimeters
155326,image,width,15.5000000000,centimeters
155327,image,height,19.8000000000,centimeters
155327,image,width,15.7000000000,centimeters
155328,image,height,19.8000000000,centimeters
155328,image,width,15.7000000000,centimeters
155329,image,height,19.8000000000,centimeters
155329,image,width,15.6000000000,centimeters
155330,image,height,19.9000000000,centimeters
155330,image,width,15.6000000000,centimeters
155331,image,height,19.9000000000,centimeters
155331,image,width,15.6000000000,centimeters
155333,book,depth,3.0000000000,centimeters
155333,book,height,37.0000000000,centimeters
155333,book,width,43.3000000000,centimeters
155338,book,depth,7.0000000000,centimeters
155338,book,height,35.7000000000,centimeters
155338,book,width,51.3000000000,centimeters
155342,image,height,31.2000000000,centimeters
155342,image,width,24.2000000000,centimeters
155343,image,height,24.9000000000,centimeters
155343,image,width,30.5000000000,centimeters
155344,image,height,24.6000000000,centimeters
155344,image,width,30.0000000000,centimeters
155345,image,height,28.0000000000,centimeters
155345,image,width,25.3000000000,centimeters
155346,image,height,23.1000000000,centimeters
155346,image,width,29.5000000000,centimeters
155347,image,height,29.0000000000,centimeters
155347,image,width,25.0000000000,centimeters
155348,image,height,24.9000000000,centimeters
155348,image,width,29.6000000000,centimeters
155349,image,height,24.5000000000,centimeters
155349,image,width,28.8000000000,centimeters
155350,image,height,23.3000000000,centimeters
155350,image,width,30.0000000000,centimeters
155351,image,height,27.2000000000,centimeters
155351,image,width,25.0000000000,centimeters
155352,image,height,23.2000000000,centimeters
155352,image,width,29.6000000000,centimeters
155353,image,height,25.0000000000,centimeters
155353,image,width,29.8000000000,centimeters
155354,image,height,23.8000000000,centimeters
155354,image,width,29.9000000000,centimeters
155355,image,height,26.5000000000,centimeters
155355,image,width,34.3000000000,centimeters
155356,image,height,31.2000000000,centimeters
155356,image,width,27.0000000000,centimeters
155357,image,height,26.0000000000,centimeters
155357,image,width,31.0000000000,centimeters
155358,image,height,24.8000000000,centimeters
155358,image,width,30.7000000000,centimeters
155359,image,height,18.3000000000,centimeters
155359,image,width,24.5000000000,centimeters
155360,image,height,26.4000000000,centimeters
155360,image,width,33.5000000000,centimeters
155361,image,height,23.5000000000,centimeters
155361,image,width,29.0000000000,centimeters
155362,image,height,24.9000000000,centimeters
155362,image,width,29.3000000000,centimeters
155363,image,height,29.7000000000,centimeters
155363,image,width,25.6000000000,centimeters
155364,image,height,30.3000000000,centimeters
155364,image,width,25.6000000000,centimeters
155365,image,height,32.0000000000,centimeters
155365,image,width,27.0000000000,centimeters
155366,image,height,26.0000000000,centimeters
155366,image,width,30.3000000000,centimeters
155367,plate,height,19.0500381001,centimeters
155367,plate,width,16.8275336551,centimeters
155368,plate,height,19.6850393701,centimeters
155368,plate,width,13.8112776226,centimeters
155369,plate,height,19.0500381001,centimeters
155369,plate,width,12.5412750826,centimeters
155370,plate,height,6.0325120650,centimeters
155370,plate,width,3.3337566675,centimeters
155371,plate,height,11.7475234950,centimeters
155371,plate,width,30.1625603251,centimeters
155372,plate,height,5.0800101600,centimeters
155372,plate,width,3.1750063500,centimeters
155373,plate,height,7.3025146050,centimeters
155373,plate,width,11.4300228600,centimeters
155374,plate,height,12.5412750826,centimeters
155374,plate,width,17.7800355601,centimeters
155375,plate,height,1.1112522225,centimeters
155375,plate,width,1.5875031750,centimeters
155376,sheet,height,19.6000000000,centimeters
155376,sheet,width,25.0000000000,centimeters
155381,sheet,height,19.6000000000,centimeters
155381,sheet,width,16.8000000000,centimeters
155382,plate,height,9.5000000000,centimeters
155382,plate,width,7.5000000000,centimeters
155383,plate,height,21.5000000000,centimeters
155383,plate,width,14.1000000000,centimeters
155387,overall,height,198.4378968758,centimeters
155387,overall,width,182.8803657607,centimeters
155391,overall,height,60.9601219202,centimeters
155391,overall,width,76.2001524003,centimeters
155393,overall,height,254.0005080010,centimeters
155393,overall,width,190.5003810008,centimeters
155397,image,height,38.1000762002,centimeters
155397,image,width,56.5151130302,centimeters
155401,image,height,22.6000000000,centimeters
155401,image,width,17.4000000000,centimeters
155402,image,height,17.3000000000,centimeters
155402,image,width,23.8000000000,centimeters
155403,image,height,14.9000000000,centimeters
155403,image,width,13.2000000000,centimeters
155404,image,height,19.1000000000,centimeters
155404,image,width,20.7000000000,centimeters
155405,image,height,15.3000000000,centimeters
155405,image,width,22.0000000000,centimeters
155406,image,height,19.9000000000,centimeters
155406,image,width,24.4000000000,centimeters
155407,image,height,21.7000000000,centimeters
155407,image,width,16.4000000000,centimeters
155408,image,height,22.0000000000,centimeters
155408,image,width,16.6000000000,centimeters
155409,sheet,height,22.3000000000,centimeters
155409,sheet,width,17.0000000000,centimeters
155410,image,height,18.8000000000,centimeters
155410,image,width,16.3000000000,centimeters
155411,image,height,22.6000000000,centimeters
155411,image,width,18.1000000000,centimeters
155412,image,height,22.5000000000,centimeters
155412,image,width,17.7000000000,centimeters
155413,image,height,22.4000000000,centimeters
155413,image,width,17.4000000000,centimeters
155414,image,height,22.7000000000,centimeters
155414,image,width,18.1000000000,centimeters
155415,image,height,22.6500000000,centimeters
155415,image,width,18.2000000000,centimeters
155416,image,height,23.2000000000,centimeters
155416,image,width,15.7000000000,centimeters
155417,sheet,height,12.3000000000,centimeters
155417,sheet,width,20.1500000000,centimeters
155418,image,height,15.5000000000,centimeters
155418,image,width,22.1000000000,centimeters
155419,image,height,22.7000000000,centimeters
155419,image,width,17.3000000000,centimeters
155420,image,height,21.6000000000,centimeters
155420,image,width,16.3000000000,centimeters
155421,image,height,24.0000000000,centimeters
155421,image,width,18.0000000000,centimeters
155422,image,height,22.6000000000,centimeters
155422,image,width,17.3000000000,centimeters
155423,image,height,23.1000000000,centimeters
155423,image,width,17.5000000000,centimeters
155424,image,height,24.1000000000,centimeters
155424,image,width,17.9000000000,centimeters
155425,image,height,22.5000000000,centimeters
155425,image,width,17.4000000000,centimeters
155426,image,height,22.6000000000,centimeters
155426,image,width,18.2000000000,centimeters
155427,image,height,16.6000000000,centimeters
155427,image,width,22.8000000000,centimeters
155428,image,height,14.0000000000,centimeters
155428,image,width,20.0000000000,centimeters
155429,plate,height,20.1000000000,centimeters
155429,plate,width,27.6000000000,centimeters
155430,book,depth,2.5000000000,centimeters
155430,book,height,37.8000000000,centimeters
155430,book,width,54.8000000000,centimeters
155434,sheet,height,35.5600711201,centimeters
155434,sheet,width,33.6550673101,centimeters
155435,image,height,26.3525527051,centimeters
155435,image,width,17.7800355601,centimeters
155436,image,height,26.3525527051,centimeters
155436,image,width,17.6212852426,centimeters
155437,image,height,26.3525527051,centimeters
155437,image,width,17.7800355601,centimeters
155438,image,height,22.5000000000,centimeters
155438,image,width,16.5000000000,centimeters
155439,image,height,24.0000000000,centimeters
155439,image,width,17.0000000000,centimeters
155440,image,height,19.0000000000,centimeters
155440,image,width,26.5000000000,centimeters
155441,mount,height,49.8000000000,centimeters
155441,mount,width,34.8000000000,centimeters
155442,image,height,20.0000000000,centimeters
155442,image,width,28.0000000000,centimeters
155443,image,height,23.5000000000,centimeters
155443,image,width,17.0000000000,centimeters
155444,image,height,22.8000000000,centimeters
155444,image,width,16.0000000000,centimeters
155445,image,height,24.0000000000,centimeters
155445,image,width,17.5000000000,centimeters
155446,image,height,23.5000000000,centimeters
155446,image,width,17.0000000000,centimeters
155447,image,height,23.5000000000,centimeters
155447,image,width,17.0000000000,centimeters
