objectid,element,dimensiontype,dimension,unitname
66862,image,width,45.4025908052,centimeters
66863,image,height,54.7688595377,centimeters
66863,image,width,45.2438404877,centimeters
66864,image,height,54.9276098552,centimeters
66864,image,width,45.4025908052,centimeters
66866,sheet,height,90.4876809754,centimeters
66866,sheet,width,137.1602743205,centimeters
66867,sheet,height,56.8000000000,centimeters
66867,sheet,width,39.5000000000,centimeters
66868,sheet,height,46.0000000000,centimeters
66868,sheet,width,57.0000000000,centimeters
66874,sheet,height,76.2195121951,centimeters
66874,sheet,width,3048.7804878049,centimeters
66876,sheet,height,101.6002032004,centimeters
66876,sheet,width,167.6403352807,centimeters
66877,sheet,height,110.5000000000,centimeters
66877,sheet,width,119.2000000000,centimeters
66878,sheet,height,101.6002032004,centimeters
66878,sheet,width,55.8801117602,centimeters
66879,sheet,height,101.6002032004,centimeters
66879,sheet,width,55.8801117602,centimeters
66880,sheet,height,101.6002032004,centimeters
66880,sheet,width,55.8801117602,centimeters
66881,sheet,height,101.6002032004,centimeters
66881,sheet,width,55.8801117602,centimeters
66882,sheet,height,101.6002032004,centimeters
66882,sheet,width,55.8801117602,centimeters
66883,sheet,height,91.4401828804,centimeters
66883,sheet,width,83.8201676403,centimeters
66884,sheet,height,172.7203454407,centimeters
66884,sheet,width,32.7025654051,centimeters
66885,sheet,height,74.4538989078,centimeters
66885,sheet,width,104.6164592329,centimeters
66886,overall,depth,1.9000000000,centimeters
66886,overall,height,36.8000000000,centimeters
66886,overall,width,39.4000000000,centimeters
66887,overall,depth,1.9000000000,centimeters
66887,overall,height,39.4000000000,centimeters
66887,overall,width,59.7000000000,centimeters
66888,overall,depth,14.0000000000,centimeters
66888,overall,height,49.5000000000,centimeters
66888,overall,width,61.0000000000,centimeters
66889,sheet,height,152.3000000000,centimeters
66889,sheet,width,96.4000000000,centimeters
66890,sheet,height,152.5000000000,centimeters
66890,sheet,width,96.6000000000,centimeters
66891,sheet,height,76.2001524003,centimeters
66891,sheet,width,55.8801117602,centimeters
66892,sheet,height,152.4003048006,centimeters
66892,sheet,width,96.5201930404,centimeters
66893,mount,height,106.6800000000,centimeters
66893,mount,width,111.7600000000,centimeters
66894,sheet,height,101.6002032004,centimeters
66894,sheet,width,55.8801117602,centimeters
66895,sheet,height,96.5000000000,centimeters
66895,sheet,width,126.7000000000,centimeters
66896,sheet,height,86.3000000000,centimeters
66896,sheet,width,199.6000000000,centimeters
66897,overall,depth,3.8000000000,centimeters
66897,overall,height,24.1000000000,centimeters
66897,overall,width,43.2000000000,centimeters
66898,overall,depth,7.6000000000,centimeters
66898,overall,height,86.4000000000,centimeters
66898,overall,width,45.7000000000,centimeters
66899,sheet,height,152.3000000000,centimeters
66899,sheet,width,96.4000000000,centimeters
66900,sheet,height,152.4003048006,centimeters
66900,sheet,width,96.5201930404,centimeters
66901,mount,height,132.7152654305,centimeters
66901,mount,width,89.6939293879,centimeters
66902,mount,height,87.6301752604,centimeters
66902,mount,width,92.7101854204,centimeters
66903,mount,height,137.1602743205,centimeters
66903,mount,width,146.0502921006,centimeters
66904,mount,height,114.3002286005,centimeters
66904,mount,width,152.4003048006,centimeters
66905,image,height,67.3101346203,centimeters
66905,image,width,67.3101346203,centimeters
66923,image,height,38.7350774702,centimeters
66923,image,width,38.7350774702,centimeters
66933,sheet,height,56.0000000000,centimeters
66933,sheet,width,145.0000000000,centimeters
66935,sheet,height,73.6601473203,centimeters
66935,sheet,width,56.8326136652,centimeters
66963,sheet,height,38.4000000000,centimeters
66963,sheet,width,57.2000000000,centimeters
66964,sheet,height,38.6000000000,centimeters
66964,sheet,width,57.3000000000,centimeters
66965,overall,height,76.2000000000,centimeters
66965,overall,width,56.8300000000,centimeters
66974,overall,height,59.0600000000,centimeters
66974,overall,width,81.9100000000,centimeters
66975,overall,height,82.8700000000,centimeters
66975,overall,width,60.0100000000,centimeters
66980,sheet,height,57.2000000000,centimeters
66980,sheet,width,76.4000000000,centimeters
66981,sheet,height,56.5000000000,centimeters
66981,sheet,width,76.8000000000,centimeters
66982,sheet,height,57.2000000000,centimeters
66982,sheet,width,76.5000000000,centimeters
66983,sheet,height,57.2000000000,centimeters
66983,sheet,width,76.8000000000,centimeters
66984,sheet,height,57.2000000000,centimeters
66984,sheet,width,76.4000000000,centimeters
66985,sheet,height,57.2000000000,centimeters
66985,sheet,width,76.5000000000,centimeters
66986,image,height,17.1450342901,centimeters
66986,image,width,27.3050546101,centimeters
66987,image,height,32.9000000000,centimeters
66987,image,width,21.6000000000,centimeters
66988,sheet,height,24.5000000000,centimeters
66988,sheet,width,16.5000000000,centimeters
66989,sheet,height,17.3000000000,centimeters
66989,sheet,width,26.0000000000,centimeters
66990,sheet,height,17.6000000000,centimeters
66990,sheet,width,26.5000000000,centimeters
66991,image,height,16.8275336551,centimeters
66991,image,width,25.4000508001,centimeters
66992,image,height,20.3200406401,centimeters
66992,image,width,30.4800609601,centimeters
66993,image,height,12.0650241300,centimeters
66993,image,width,19.0500381001,centimeters
66994,image,height,18.4150368301,centimeters
66994,image,width,27.9400558801,centimeters
66995,overall,height,16.5000000000,centimeters
66995,overall,width,25.1000000000,centimeters
66996,image,height,25.4000508001,centimeters
66996,image,width,16.8275336551,centimeters
66997,image,height,17.7800355601,centimeters
66997,image,width,26.6700533401,centimeters
66998,image,height,25.4000508001,centimeters
66998,image,width,15.2400304801,centimeters
66999,overall,height,18.1000000000,centimeters
66999,overall,width,27.3000000000,centimeters
67000,image,height,14.6050292101,centimeters
67000,image,width,22.2250444501,centimeters
67001,sheet,height,40.6400812802,centimeters
67001,sheet,width,50.8001016002,centimeters
67002,sheet,height,40.6400812802,centimeters
67002,sheet,width,50.8001016002,centimeters
67003,sheet,height,91.4000000000,centimeters
67003,sheet,width,61.6000000000,centimeters
67004,sheet,height,91.4000000000,centimeters
67004,sheet,width,61.6000000000,centimeters
67005,sheet,height,91.4000000000,centimeters
67005,sheet,width,62.2000000000,centimeters
67006,sheet,height,91.4000000000,centimeters
67006,sheet,width,61.9000000000,centimeters
67007,sheet,height,91.4000000000,centimeters
67007,sheet,width,62.2000000000,centimeters
67008,sheet,height,92.1000000000,centimeters
67008,sheet,width,62.2000000000,centimeters
67009,sheet,height,91.4000000000,centimeters
67009,sheet,width,61.0000000000,centimeters
67010,sheet,height,144.8000000000,centimeters
67010,sheet,width,91.4000000000,centimeters
67011,image,height,218.4404368809,centimeters
67011,image,width,172.7203454407,centimeters
67012,overall,height,101.9000000000,centimeters
67012,overall,width,76.5000000000,centimeters
67013,overall,height,101.9000000000,centimeters
67013,overall,width,76.5000000000,centimeters
67014,sheet,height,98.1076962154,centimeters
67014,sheet,width,150.8128016256,centimeters
67015,sheet,height,117.0000000000,centimeters
67015,sheet,width,88.2000000000,centimeters
67019,sheet,height,111.2000000000,centimeters
67019,sheet,width,88.0000000000,centimeters
67023,sheet,height,115.3000000000,centimeters
67023,sheet,width,88.4000000000,centimeters
67027,sheet,height,117.2000000000,centimeters
67027,sheet,width,88.3000000000,centimeters
67031,sheet,height,110.8000000000,centimeters
67031,sheet,width,88.3000000000,centimeters
67032,sheet,height,110.8000000000,centimeters
67032,sheet,width,88.3000000000,centimeters
67033,sheet,height,116.2000000000,centimeters
67033,sheet,width,88.3000000000,centimeters
67034,sheet,height,116.2000000000,centimeters
67034,sheet,width,88.3000000000,centimeters
67035,sheet,height,45.7200914402,centimeters
67035,sheet,width,58.4201168402,centimeters
67036,sheet,height,55.8801117602,centimeters
67036,sheet,width,73.6601473203,centimeters
67037,sheet,height,78.7000000000,centimeters
67037,sheet,width,57.2000000000,centimeters
67038,overall,depth,24.8000000000,centimeters
67038,overall,height,89.0000000000,centimeters
67038,overall,width,53.5000000000,centimeters
67039,plate,height,28.8000000000,centimeters
67039,plate,width,35.7000000000,centimeters
67040,overall,height,3.8000000000,centimeters
67041,overall,height,3.8000000000,centimeters
67042,overall,height,6.2000000000,centimeters
67043,overall,height,6.2000000000,centimeters
67044,overall,height,5.8000000000,centimeters
67045,overall,height,5.8000000000,centimeters
67046,sheet,height,29.1000000000,centimeters
67046,sheet,width,24.4000000000,centimeters
67047,image,height,23.3000000000,centimeters
67047,image,width,35.1000000000,centimeters
67048,image,height,11.2000000000,centimeters
67048,image,width,11.3000000000,centimeters
67049,image,height,11.3000000000,centimeters
67049,image,width,11.1000000000,centimeters
67050,image,height,23.4000000000,centimeters
67050,image,width,35.3000000000,centimeters
67051,image,height,23.6000000000,centimeters
67051,image,width,35.3000000000,centimeters
67052,image,height,23.5000000000,centimeters
67052,image,width,34.9000000000,centimeters
67053,image,height,23.2000000000,centimeters
67053,image,width,35.1000000000,centimeters
67054,image,height,23.3000000000,centimeters
67054,image,width,15.0000000000,centimeters
67055,image,height,23.3000000000,centimeters
67055,image,width,35.2000000000,centimeters
67056,image,height,15.0000000000,centimeters
67056,image,width,23.5000000000,centimeters
67057,image,height,15.0000000000,centimeters
67057,image,width,23.6000000000,centimeters
67058,image,height,17.4000000000,centimeters
67058,image,width,23.4000000000,centimeters
67059,image,height,16.6000000000,centimeters
67059,image,width,23.4000000000,centimeters
67060,image,height,17.6000000000,centimeters
67060,image,width,23.4000000000,centimeters
67061,image,height,16.5000000000,centimeters
67061,image,width,23.3000000000,centimeters
67062,image,height,15.0000000000,centimeters
67062,image,width,23.0000000000,centimeters
67063,image,height,15.0000000000,centimeters
67063,image,width,23.3000000000,centimeters
67064,image,height,14.8000000000,centimeters
67064,image,width,23.2000000000,centimeters
67065,image,height,15.1000000000,centimeters
67065,image,width,23.3000000000,centimeters
67066,image,height,23.2000000000,centimeters
67066,image,width,34.9000000000,centimeters
67067,image,height,14.8000000000,centimeters
67067,image,width,23.0000000000,centimeters
67068,image,height,14.9000000000,centimeters
67068,image,width,23.0000000000,centimeters
67069,image,height,23.2000000000,centimeters
67069,image,width,35.0000000000,centimeters
67070,image,height,23.2000000000,centimeters
67070,image,width,35.0000000000,centimeters
67071,image,height,23.3000000000,centimeters
67071,image,width,35.3000000000,centimeters
67072,image,height,23.3000000000,centimeters
67072,image,width,35.2000000000,centimeters
67073,image,height,27.4000000000,centimeters
67073,image,width,23.2000000000,centimeters
67074,image,height,23.3000000000,centimeters
67074,image,width,35.0000000000,centimeters
67075,image,height,23.2000000000,centimeters
67075,image,width,35.1000000000,centimeters
67076,image,height,10.5000000000,centimeters
67076,image,width,56.0000000000,centimeters
67077,image,height,11.3000000000,centimeters
67077,image,width,11.3000000000,centimeters
67078,image,height,22.3000000000,centimeters
67078,image,width,14.9000000000,centimeters
67079,image,height,11.2000000000,centimeters
67079,image,width,88.0000000000,centimeters
67080,image,height,11.2000000000,centimeters
67080,image,width,88.0000000000,centimeters
67081,image,height,11.2000000000,centimeters
67081,image,width,89.0000000000,centimeters
67082,image,height,11.3000000000,centimeters
67082,image,width,87.0000000000,centimeters
67083,image,height,11.3000000000,centimeters
67083,image,width,8.9000000000,centimeters
67084,image,height,11.1000000000,centimeters
67084,image,width,8.7000000000,centimeters
67085,image,height,21.6000000000,centimeters
67085,image,width,14.7000000000,centimeters
67086,image,height,12.1000000000,centimeters
67086,image,width,17.2000000000,centimeters
67087,image,height,27.6000000000,centimeters
67087,image,width,23.5000000000,centimeters
67088,image,height,19.9000000000,centimeters
67088,image,width,15.0000000000,centimeters
67089,image,height,22.1000000000,centimeters
67089,image,width,17.7000000000,centimeters
67090,image,height,13.9000000000,centimeters
67090,image,width,11.6000000000,centimeters
67091,image,height,22.4000000000,centimeters
67091,image,width,14.8000000000,centimeters
67092,image,height,26.1000000000,centimeters
67092,image,width,23.1000000000,centimeters
67093,image,height,27.7000000000,centimeters
67093,image,width,23.3000000000,centimeters
67094,image,height,17.2000000000,centimeters
67095,image,height,27.2000000000,centimeters
67095,image,width,23.0000000000,centimeters
67096,image,height,22.8000000000,centimeters
67096,image,width,15.0000000000,centimeters
67097,image,height,17.7000000000,centimeters
67097,image,width,23.3000000000,centimeters
67098,image,height,27.2000000000,centimeters
67098,image,width,23.2000000000,centimeters
67099,image,height,27.1000000000,centimeters
67099,image,width,23.2000000000,centimeters
67100,image,height,27.3000000000,centimeters
67100,image,width,23.0000000000,centimeters
67101,image,height,27.6000000000,centimeters
67101,image,width,22.4000000000,centimeters
67102,image,height,17.4000000000,centimeters
67102,image,width,15.0000000000,centimeters
67103,image,height,11.3000000000,centimeters
67103,image,width,11.0000000000,centimeters
67104,image,height,11.2000000000,centimeters
67104,image,width,11.0000000000,centimeters
67105,image,height,27.6000000000,centimeters
67105,image,width,23.3000000000,centimeters
67106,image,height,27.6000000000,centimeters
67106,image,width,23.2000000000,centimeters
67107,image,height,35.0000000000,centimeters
67107,image,width,23.2000000000,centimeters
67108,image,height,27.4000000000,centimeters
67108,image,width,23.0000000000,centimeters
67109,image,height,14.9000000000,centimeters
67109,image,width,23.0000000000,centimeters
67110,image,height,16.4000000000,centimeters
67110,image,width,23.0000000000,centimeters
67111,image,height,17.4000000000,centimeters
67111,image,width,23.3000000000,centimeters
67112,image,height,17.7000000000,centimeters
67112,image,width,12.7000000000,centimeters
67113,image,height,23.3000000000,centimeters
67113,image,width,35.2000000000,centimeters
67114,image,height,34.9000000000,centimeters
67114,image,width,23.4000000000,centimeters
67115,image,height,23.2000000000,centimeters
67115,image,width,15.0000000000,centimeters
67116,image,height,17.5000000000,centimeters
67116,image,width,23.3000000000,centimeters
67117,image,height,23.4000000000,centimeters
67117,image,width,35.1000000000,centimeters
67118,image,height,23.4000000000,centimeters
67118,image,width,35.2000000000,centimeters
67119,image,height,27.7000000000,centimeters
67119,image,width,23.2000000000,centimeters
67120,image,height,23.3000000000,centimeters
67120,image,width,35.1000000000,centimeters
67121,image,height,27.8000000000,centimeters
67121,image,width,23.4000000000,centimeters
67122,image,height,17.4000000000,centimeters
67122,image,width,23.2000000000,centimeters
67123,image,height,23.5000000000,centimeters
67123,image,width,35.2000000000,centimeters
67124,image,height,12.4000000000,centimeters
67125,image,height,15.1000000000,centimeters
67125,image,width,23.4000000000,centimeters
67126,image,height,27.7000000000,centimeters
67126,image,width,23.2000000000,centimeters
67127,image,height,23.0000000000,centimeters
67127,image,width,34.8000000000,centimeters
67128,image,height,27.8000000000,centimeters
67128,image,width,23.4000000000,centimeters
67129,image,height,23.5000000000,centimeters
67129,image,width,35.2000000000,centimeters
67130,image,height,17.4000000000,centimeters
67130,image,width,23.3000000000,centimeters
67131,image,height,17.6000000000,centimeters
67131,image,width,23.4000000000,centimeters
67132,image,height,23.3000000000,centimeters
67132,image,width,35.0000000000,centimeters
67133,image,height,23.2000000000,centimeters
67133,image,width,35.0000000000,centimeters
67134,image,height,23.2000000000,centimeters
67134,image,width,35.0000000000,centimeters
67135,image,height,23.2000000000,centimeters
67135,image,width,35.2000000000,centimeters
67136,image,height,23.3000000000,centimeters
67136,image,width,35.4000000000,centimeters
67137,image,height,23.3000000000,centimeters
67137,image,width,35.0000000000,centimeters
67138,image,height,35.0000000000,centimeters
67138,image,width,23.2000000000,centimeters
67139,image,height,23.5000000000,centimeters
67139,image,width,35.3000000000,centimeters
67140,image,height,27.5000000000,centimeters
67140,image,width,23.1000000000,centimeters
67141,image,height,34.7000000000,centimeters
67141,image,width,23.0000000000,centimeters
67142,image,height,27.6000000000,centimeters
67142,image,width,23.3000000000,centimeters
67143,image,height,23.3000000000,centimeters
67143,image,width,35.1000000000,centimeters
67144,image,height,22.7000000000,centimeters
67144,image,width,14.8000000000,centimeters
67145,image,height,23.3000000000,centimeters
67145,image,width,35.2000000000,centimeters
67146,image,height,23.6000000000,centimeters
67146,image,width,35.2000000000,centimeters
67147,image,height,23.4000000000,centimeters
67147,image,width,35.1000000000,centimeters
67148,image,height,23.2000000000,centimeters
67148,image,width,35.3000000000,centimeters
67149,image,height,23.1000000000,centimeters
67149,image,width,34.7000000000,centimeters
67150,image,height,23.2000000000,centimeters
67150,image,width,34.9000000000,centimeters
67151,image,height,23.0000000000,centimeters
67151,image,width,35.0000000000,centimeters
67152,image,height,22.9000000000,centimeters
67153,image,height,34.6000000000,centimeters
67153,image,width,22.9000000000,centimeters
67154,image,height,23.0000000000,centimeters
67154,image,width,35.7000000000,centimeters
67155,image,height,23.3000000000,centimeters
67155,image,width,35.2000000000,centimeters
67156,image,height,23.5000000000,centimeters
67156,image,width,35.4000000000,centimeters
67157,image,height,27.6000000000,centimeters
67157,image,width,23.2000000000,centimeters
67158,image,height,23.2000000000,centimeters
67158,image,width,34.9000000000,centimeters
67159,image,height,23.0000000000,centimeters
67159,image,width,34.9000000000,centimeters
67160,image,height,23.2000000000,centimeters
67160,image,width,35.1000000000,centimeters
67161,image,height,23.0000000000,centimeters
67161,image,width,34.8000000000,centimeters
67162,image,height,23.1000000000,centimeters
67162,image,width,35.0000000000,centimeters
67163,image,height,26.3000000000,centimeters
67163,image,width,21.7000000000,centimeters
67164,image,height,17.4000000000,centimeters
67164,image,width,23.2000000000,centimeters
67165,image,height,23.1000000000,centimeters
67165,image,width,35.1000000000,centimeters
67166,image,height,34.9000000000,centimeters
67166,image,width,22.9000000000,centimeters
67167,image,height,22.6000000000,centimeters
67167,image,width,34.9000000000,centimeters
67168,image,height,23.3000000000,centimeters
67168,image,width,35.4000000000,centimeters
67169,image,height,23.3000000000,centimeters
67169,image,width,35.2000000000,centimeters
67170,image,height,23.3000000000,centimeters
67170,image,width,35.1000000000,centimeters
67171,image,height,23.3000000000,centimeters
67171,image,width,35.0000000000,centimeters
67172,image,height,23.0000000000,centimeters
67172,image,width,34.8000000000,centimeters
67173,image,height,35.2000000000,centimeters
67173,image,width,23.3000000000,centimeters
67174,image,height,23.2000000000,centimeters
67174,image,width,35.0000000000,centimeters
67175,image,height,23.5000000000,centimeters
67175,image,width,35.5000000000,centimeters
67176,image,height,23.5000000000,centimeters
67176,image,width,34.6000000000,centimeters
67177,image,height,23.4000000000,centimeters
67177,image,width,34.6000000000,centimeters
67178,image,height,23.5000000000,centimeters
67178,image,width,34.7000000000,centimeters
67179,image,height,23.4000000000,centimeters
67179,image,width,33.7000000000,centimeters
67180,image,height,23.2000000000,centimeters
67180,image,width,34.3000000000,centimeters
67181,image,height,23.2000000000,centimeters
67181,image,width,34.1000000000,centimeters
67182,image,height,34.9000000000,centimeters
67182,image,width,23.3000000000,centimeters
67183,image,height,35.0000000000,centimeters
67183,image,width,22.7000000000,centimeters
67184,image,height,23.2000000000,centimeters
67184,image,width,34.3000000000,centimeters
67185,image,height,34.2000000000,centimeters
67185,image,width,23.1000000000,centimeters
67186,image,height,23.1000000000,centimeters
67186,image,width,34.7000000000,centimeters
67187,image,height,23.3000000000,centimeters
67187,image,width,34.6000000000,centimeters
67188,image,height,23.1000000000,centimeters
67188,image,width,35.0000000000,centimeters
67189,image,height,23.2000000000,centimeters
67189,image,width,34.9000000000,centimeters
67190,image,height,23.2000000000,centimeters
67190,image,width,34.5000000000,centimeters
67191,image,height,23.3000000000,centimeters
67191,image,width,35.2000000000,centimeters
67192,image,height,23.2000000000,centimeters
67192,image,width,34.8000000000,centimeters
67193,image,height,22.9000000000,centimeters
67193,image,width,32.2000000000,centimeters
67194,image,height,10.6000000000,centimeters
67194,image,width,97.0000000000,centimeters
67195,image,height,17.7000000000,centimeters
67195,image,width,24.0000000000,centimeters
67196,image,height,96.0000000000,centimeters
67196,image,width,80.0000000000,centimeters
67197,image,height,17.3000000000,centimeters
67197,image,width,23.8000000000,centimeters
67198,image,height,13.9000000000,centimeters
67198,image,width,14.5000000000,centimeters
67199,image,height,16.3000000000,centimeters
67199,image,width,24.0000000000,centimeters
67200,image,height,10.7000000000,centimeters
67200,image,width,92.0000000000,centimeters
67201,image,height,16.5000000000,centimeters
67201,image,width,24.0000000000,centimeters
67202,image,height,10.7000000000,centimeters
67202,image,width,98.0000000000,centimeters
67203,image,height,17.7000000000,centimeters
67203,image,width,15.4000000000,centimeters
67204,image,height,13.8000000000,centimeters
67204,image,width,23.7000000000,centimeters
67205,image,height,16.3000000000,centimeters
67205,image,width,23.9000000000,centimeters
67206,image,height,11.2000000000,centimeters
67206,image,width,17.2000000000,centimeters
67207,image,height,16.4000000000,centimeters
67207,image,width,24.0000000000,centimeters
67208,image,height,13.7000000000,centimeters
67208,image,width,23.9000000000,centimeters
67209,image,height,11.3000000000,centimeters
67209,image,width,17.0000000000,centimeters
67210,image,height,17.6000000000,centimeters
67210,image,width,23.9000000000,centimeters
67211,image,height,14.0000000000,centimeters
67211,image,width,24.0000000000,centimeters
67212,image,height,12.8000000000,centimeters
67212,image,width,24.0000000000,centimeters
67213,image,height,25.6000000000,centimeters
67213,image,width,23.6000000000,centimeters
67214,image,height,12.6000000000,centimeters
67214,image,width,23.8000000000,centimeters
67215,image,height,12.6000000000,centimeters
67215,image,width,24.0000000000,centimeters
67216,image,height,20.1000000000,centimeters
67216,image,width,14.1000000000,centimeters
67217,image,height,19.2000000000,centimeters
67217,image,width,15.0000000000,centimeters
67218,image,height,19.8000000000,centimeters
67218,image,width,14.7000000000,centimeters
67219,image,height,19.0000000000,centimeters
67219,image,width,15.0000000000,centimeters
67220,image,height,20.0000000000,centimeters
67220,image,width,14.9000000000,centimeters
67221,image,height,19.3000000000,centimeters
67221,image,width,14.9000000000,centimeters
67222,image,height,13.7000000000,centimeters
67222,image,width,23.9000000000,centimeters
67223,image,height,12.7000000000,centimeters
67223,image,width,24.0000000000,centimeters
67224,image,height,12.6000000000,centimeters
67224,image,width,23.9000000000,centimeters
67225,image,height,18.0000000000,centimeters
67225,image,width,14.7000000000,centimeters
67226,image,height,12.8000000000,centimeters
67226,image,width,24.0000000000,centimeters
67227,image,height,11.0000000000,centimeters
67227,image,width,97.0000000000,centimeters
67228,image,height,20.1000000000,centimeters
67228,image,width,15.0000000000,centimeters
67229,image,height,19.0000000000,centimeters
67229,image,width,15.0000000000,centimeters
67230,image,height,11.4000000000,centimeters
67230,image,width,17.4000000000,centimeters
67231,image,height,12.7000000000,centimeters
67231,image,width,23.9000000000,centimeters
67232,image,height,20.0000000000,centimeters
67232,image,width,15.1000000000,centimeters
67233,image,height,11.4000000000,centimeters
67233,image,width,10.0000000000,centimeters
67234,image,height,19.5000000000,centimeters
67234,image,width,15.0000000000,centimeters
67235,image,height,17.7000000000,centimeters
67235,image,width,24.0000000000,centimeters
67236,image,height,18.5000000000,centimeters
67236,image,width,14.8000000000,centimeters
67237,image,height,12.2000000000,centimeters
67237,image,width,23.7000000000,centimeters
67238,image,height,16.1000000000,centimeters
67238,image,width,14.9000000000,centimeters
67239,image,height,16.7000000000,centimeters
67239,image,width,12.4000000000,centimeters
67240,image,height,12.6000000000,centimeters
67240,image,width,24.0000000000,centimeters
67241,image,height,16.4000000000,centimeters
67241,image,width,24.0000000000,centimeters
67242,image,height,14.0000000000,centimeters
67242,image,width,24.0000000000,centimeters
67243,image,height,19.5000000000,centimeters
67243,image,width,15.1000000000,centimeters
67244,image,height,18.9000000000,centimeters
67244,image,width,15.1000000000,centimeters
67245,image,height,15.1000000000,centimeters
67245,image,width,24.1000000000,centimeters
67246,image,height,13.9000000000,centimeters
67246,image,width,24.0000000000,centimeters
67247,image,height,34.1000000000,centimeters
67247,image,width,24.1000000000,centimeters
67248,image,height,20.0000000000,centimeters
67248,image,width,15.2000000000,centimeters
67249,image,height,19.5000000000,centimeters
67249,image,width,15.0000000000,centimeters
67250,image,height,22.6000000000,centimeters
67250,image,width,29.9000000000,centimeters
67251,image,height,22.6000000000,centimeters
67251,image,width,29.9000000000,centimeters
67252,image,height,22.7000000000,centimeters
67252,image,width,29.9000000000,centimeters
67253,image,height,23.1000000000,centimeters
67253,image,width,22.5000000000,centimeters
67254,image,height,30.1000000000,centimeters
67254,image,width,22.5000000000,centimeters
67255,image,height,22.6000000000,centimeters
67255,image,width,30.1000000000,centimeters
67256,image,height,22.4000000000,centimeters
67256,image,width,30.0000000000,centimeters
67257,image,height,22.4000000000,centimeters
67257,image,width,29.9000000000,centimeters
67258,image,height,29.8000000000,centimeters
67258,image,width,22.2000000000,centimeters
67259,image,height,22.5000000000,centimeters
67259,image,width,29.8000000000,centimeters
67260,image,height,22.5000000000,centimeters
67260,image,width,29.9000000000,centimeters
67261,image,height,22.5000000000,centimeters
67261,image,width,30.0000000000,centimeters
67262,image,height,21.2000000000,centimeters
67262,image,width,16.9000000000,centimeters
67263,image,height,27.5000000000,centimeters
67263,image,width,23.7000000000,centimeters
67264,image,height,10.6000000000,centimeters
67264,image,width,15.7000000000,centimeters
67265,image,height,23.0000000000,centimeters
67265,image,width,34.8000000000,centimeters
67266,image,height,11.4000000000,centimeters
67266,image,width,11.5000000000,centimeters
67267,image,height,10.1000000000,centimeters
67267,image,width,23.5000000000,centimeters
67268,image,height,11.0000000000,centimeters
67268,image,width,11.5000000000,centimeters
67269,image,height,23.2000000000,centimeters
67269,image,width,34.7000000000,centimeters
67270,image,height,23.0000000000,centimeters
67270,image,width,34.9000000000,centimeters
67271,image,height,23.1000000000,centimeters
67271,image,width,34.9000000000,centimeters
67272,image,height,23.2000000000,centimeters
67272,image,width,35.0000000000,centimeters
67273,image,height,24.9000000000,centimeters
67273,image,width,23.5000000000,centimeters
67274,image,height,35.0000000000,centimeters
67274,image,width,23.3000000000,centimeters
67275,image,height,23.1000000000,centimeters
67275,image,width,35.0000000000,centimeters
67276,image,height,34.3000000000,centimeters
67276,image,width,23.0000000000,centimeters
67277,image,height,23.5000000000,centimeters
67277,image,width,21.6000000000,centimeters
67278,image,height,14.0000000000,centimeters
67278,image,width,16.5000000000,centimeters
67279,image,height,16.0000000000,centimeters
67279,image,width,16.8000000000,centimeters
67280,image,height,11.5000000000,centimeters
67280,image,width,16.7000000000,centimeters
67281,image,height,15.7000000000,centimeters
67281,image,width,16.9000000000,centimeters
67282,image,height,11.3000000000,centimeters
67282,image,width,16.4000000000,centimeters
67283,image,height,16.7000000000,centimeters
67283,image,width,23.3000000000,centimeters
67284,image,height,15.6000000000,centimeters
67284,image,width,16.4000000000,centimeters
67285,image,height,15.7000000000,centimeters
67285,image,width,16.5000000000,centimeters
67286,image,height,12.4000000000,centimeters
67286,image,width,17.8000000000,centimeters
67287,image,height,11.8000000000,centimeters
67287,image,width,17.5000000000,centimeters
67288,image,height,17.5000000000,centimeters
67288,image,width,12.5000000000,centimeters
67289,image,height,11.8000000000,centimeters
67289,image,width,17.5000000000,centimeters
67290,image,height,17.5000000000,centimeters
67290,image,width,12.6000000000,centimeters
67291,image,height,17.5000000000,centimeters
67291,image,width,12.5000000000,centimeters
67292,image,height,12.1000000000,centimeters
67292,image,width,17.4000000000,centimeters
67293,image,height,17.7000000000,centimeters
67293,image,width,11.5000000000,centimeters
67294,image,height,17.8000000000,centimeters
67294,image,width,11.6000000000,centimeters
67295,image,height,16.4000000000,centimeters
67295,image,width,11.1000000000,centimeters
67296,image,height,16.5000000000,centimeters
67296,image,width,11.4000000000,centimeters
67297,image,height,7.0000000000,centimeters
67297,image,width,9.4000000000,centimeters
67298,image,height,14.8000000000,centimeters
67298,image,width,9.3000000000,centimeters
67299,image,height,9.4000000000,centimeters
67299,image,width,15.0000000000,centimeters
67300,image,height,14.9000000000,centimeters
67300,image,width,9.3000000000,centimeters
67301,image,height,9.3000000000,centimeters
67301,image,width,15.0000000000,centimeters
67302,image,height,15.0000000000,centimeters
67302,image,width,9.3000000000,centimeters
67303,image,height,9.4000000000,centimeters
67303,image,width,9.4000000000,centimeters
67304,image,height,13.9000000000,centimeters
67304,image,width,13.9000000000,centimeters
67305,image,height,8.8000000000,centimeters
67305,image,width,13.8000000000,centimeters
67306,image,height,7.3000000000,centimeters
67306,image,width,12.7000000000,centimeters
67307,image,height,8.5000000000,centimeters
67307,image,width,12.7000000000,centimeters
67308,image,height,6.3000000000,centimeters
67308,image,width,7.0000000000,centimeters
